Phi[deg],Theta[deg],im(rEPhi)[mV],re(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-26,1,-21.1633,-12.5229,-11.677,-141.222
-25,1,-21.042,-12.4584,-11.9001,-141.591
-24,1,-20.9143,-12.3899,-12.122,-141.959
-23,1,-20.7801,-12.3174,-12.3427,-142.324
-22,1,-20.6396,-12.2408,-12.5621,-142.687
-21,1,-20.4927,-12.1602,-12.7801,-143.048
-20,1,-20.3395,-12.0757,-12.9966,-143.405
-19,1,-20.18,-11.9872,-13.2116,-143.76
-18,1,-20.0144,-11.8948,-13.4251,-144.113
-17,1,-19.8426,-11.7985,-13.6368,-144.462
-16,1,-19.6647,-11.6984,-13.8468,-144.808
-15,1,-19.4807,-11.5944,-14.0549,-145.151
-14,1,-19.2908,-11.4867,-14.2612,-145.49
-13,1,-19.0949,-11.3751,-14.4654,-145.826
-12,1,-18.8932,-11.2599,-14.6676,-146.159
-11,1,-18.6857,-11.141,-14.8677,-146.488
-10,1,-18.4724,-11.0184,-15.0656,-146.813
-9,1,-18.2535,-10.8923,-15.2613,-147.135
-8,1,-18.0289,-10.7626,-15.4546,-147.453
-7,1,-17.7989,-10.6293,-15.6455,-147.766
-6,1,-17.5633,-10.4927,-15.834,-148.076
-5,1,-17.3224,-10.3525,-16.0199,-148.381
-4,1,-17.0762,-10.2091,-16.2033,-148.682
-3,1,-16.8247,-10.0623,-16.384,-148.979
-2,1,-16.5681,-9.91218,-16.5619,-149.271
-1,1,-16.3064,-9.75888,-16.7371,-149.558
0,1,-16.0397,-9.60242,-16.9095,-149.841
1,1,-15.768,-9.44285,-17.0789,-150.119
2,1,-15.4916,-9.28022,-17.2454,-150.393
3,1,-15.2104,-9.11459,-17.4088,-150.661
4,1,-14.9246,-8.94602,-17.5692,-150.925
5,1,-14.6342,-8.77457,-17.7265,-151.183
6,1,-14.3393,-8.60029,-17.8805,-151.436
7,1,-14.0401,-8.42326,-18.0314,-151.684
8,1,-13.7365,-8.24352,-18.1789,-151.927
9,1,-13.4288,-8.06116,-18.3231,-152.164
10,1,-13.117,-7.87622,-18.4639,-152.396
11,1,-12.8012,-7.68878,-18.6013,-152.622
12,1,-12.4814,-7.49889,-18.7352,-152.843
13,1,-12.1579,-7.30664,-18.8656,-153.058
14,1,-11.8307,-7.11208,-18.9924,-153.267
15,1,-11.4998,-6.91529,-19.1156,-153.471
16,1,-11.1655,-6.71633,-19.2351,-153.669
17,1,-10.8278,-6.51528,-19.351,-153.86
18,1,-10.4868,-6.3122,-19.4631,-154.046
19,1,-10.1426,-6.10717,-19.5715,-154.226
20,1,-9.79529,-5.90026,-19.676,-154.4
21,1,-9.44505,-5.69154,-19.7768,-154.567
22,1,-9.09196,-5.48109,-19.8736,-154.728
23,1,-8.73611,-5.26898,-19.9666,-154.884
24,1,-8.37763,-5.05528,-20.0557,-155.032
25,1,-8.01662,-4.84007,-20.1408,-155.175
26,1,-7.6532,-4.62343,-20.2219,-155.311
27,1,-7.28747,-4.40544,-20.299,-155.441
28,1,-6.91955,-4.18616,-20.3722,-155.564
29,1,-6.54956,-3.96567,-20.4412,-155.681
30,1,-6.1776,-3.74406,-20.5062,-155.791
31,1,-5.8038,-3.5214,-20.5672,-155.895
32,1,-5.42827,-3.29776,-20.624,-155.992
33,1,-5.05112,-3.07323,-20.6768,-156.083
34,1,-4.67247,-2.84789,-20.7254,-156.167
35,1,-4.29245,-2.6218,-20.7699,-156.244
36,1,-3.91115,-2.39505,-20.8102,-156.315
37,1,-3.52871,-2.16772,-20.8464,-156.379
38,1,-3.14525,-1.93988,-20.8785,-156.436
39,1,-2.76087,-1.71162,-20.9064,-156.487
40,1,-2.37569,-1.483,-20.9301,-156.531
41,1,-1.98984,-1.25412,-20.9496,-156.568
42,1,-1.60344,-1.02505,-20.965,-156.598
43,1,-1.2166,-0.795855,-20.9763,-156.621
44,1,-0.829439,-0.566627,-20.9833,-156.638
45,1,-0.442079,-0.337439,-20.9863,-156.648
46,1,-0.0546369,-0.108369,-20.985,-156.651
47,1,0.332768,0.120507,-20.9796,-156.647
48,1,0.720016,0.349112,-20.9701,-156.637
49,1,1.10699,0.577371,-20.9565,-156.62
50,1,1.49357,0.805207,-20.9387,-156.596
51,1,1.87964,1.03254,-20.9169,-156.565
52,1,2.26509,1.25931,-20.891,-156.528
53,1,2.64978,1.48543,-20.861,-156.484
54,1,3.03362,1.71082,-20.8269,-156.433
55,1,3.41647,1.93542,-20.7889,-156.375
56,1,3.79823,2.15915,-20.7468,-156.311
57,1,4.17877,2.38195,-20.7007,-156.24
58,1,4.55799,2.60372,-20.6507,-156.163
59,1,4.93576,2.82442,-20.5967,-156.079
60,1,5.31197,3.04396,-20.5388,-155.988
61,1,5.68651,3.26228,-20.4771,-155.891
62,1,6.05927,3.47931,-20.4115,-155.787
63,1,6.43013,3.69498,-20.342,-155.677
64,1,6.79897,3.90921,-20.2688,-155.56
65,1,7.16569,4.12196,-20.1918,-155.437
66,1,7.53018,4.33314,-20.111,-155.308
67,1,7.89233,4.54269,-20.0266,-155.172
68,1,8.25202,4.75056,-19.9385,-155.03
69,1,8.60915,4.95667,-19.8468,-154.882
70,1,8.96361,5.16096,-19.7515,-154.727
71,1,9.3153,5.36338,-19.6527,-154.567
72,1,9.66411,5.56386,-19.5503,-154.4
73,1,10.0099,5.76234,-19.4445,-154.227
74,1,10.3527,5.95876,-19.3353,-154.049
75,1,10.6922,6.15307,-19.2227,-153.864
76,1,11.0284,6.3452,-19.1067,-153.674
77,1,11.3613,6.53511,-18.9875,-153.477
78,1,11.6906,6.72273,-18.865,-153.275
79,1,12.0164,6.90802,-18.7393,-153.067
80,1,12.3384,7.09092,-18.6105,-152.854
81,1,12.6567,7.27138,-18.4786,-152.635
82,1,12.9711,7.44935,-18.3436,-152.411
83,1,13.2815,7.62478,-18.2056,-152.181
84,1,13.5879,7.79762,-18.0647,-151.946
85,1,13.89,7.96782,-17.9209,-151.705
86,1,14.188,8.13534,-17.7742,-151.46
87,1,14.4816,8.30013,-17.6248,-151.209
88,1,14.7707,8.46215,-17.4726,-150.953
89,1,15.0554,8.62135,-17.3177,-150.693
90,1,15.3354,8.7777,-17.1601,-150.427
91,1,15.6108,8.93115,-17,-150.156
92,1,15.8814,9.08166,-16.8374,-149.881
93,1,16.1472,9.2292,-16.6724,-149.601
94,1,16.4081,9.37373,-16.5049,-149.317
95,1,16.6639,9.51521,-16.335,-149.028
96,1,16.9147,9.6536,-16.1629,-148.735
97,1,17.1603,9.78888,-15.9885,-148.438
98,1,17.4007,9.921,-15.812,-148.136
99,1,17.6358,10.05,-15.6334,-147.83
100,1,17.8656,10.1757,-15.4527,-147.52
101,1,18.0899,10.2982,-15.27,-147.207
102,1,18.3087,10.4174,-15.0853,-146.889
103,1,18.522,10.5333,-14.8988,-146.568
104,1,18.7296,10.6459,-14.7105,-146.243
105,1,18.9316,10.7552,-14.5204,-145.915
106,1,19.1278,10.8611,-14.3286,-145.583
107,1,19.3182,10.9636,-14.1351,-145.247
108,1,19.5028,11.0627,-13.9401,-144.909
109,1,19.6814,11.1583,-13.7436,-144.568
110,1,19.8541,11.2505,-13.5457,-144.223
111,1,20.0208,11.3392,-13.3463,-143.875
112,1,20.1814,11.4245,-13.1456,-143.525
113,1,20.3359,11.5062,-12.9437,-143.172
114,1,20.4842,11.5844,-12.7405,-142.817
115,1,20.6264,11.6591,-12.5362,-142.458
116,1,20.7623,11.7302,-12.3309,-142.098
117,1,20.8919,11.7978,-12.1245,-141.735
118,1,21.0152,11.8618,-11.9171,-141.37
119,1,21.1321,11.9223,-11.7088,-141.003
120,1,21.2427,11.9791,-11.4998,-140.634
121,1,21.3468,12.0324,-11.2899,-140.263
122,1,21.4445,12.082,-11.0793,-139.891
123,1,21.5357,12.1281,-10.8681,-139.517
124,1,21.6204,12.1705,-10.6562,-139.141
125,1,21.6986,12.2094,-10.4439,-138.764
126,1,21.7702,12.2446,-10.231,-138.386
127,1,21.8353,12.2762,-10.0178,-138.006
128,1,21.8937,12.3042,-9.8042,-137.626
129,1,21.9456,12.3285,-9.59032,-137.244
130,1,21.9908,12.3493,-9.3762,-136.862
131,1,22.0294,12.3664,-9.16192,-136.479
132,1,22.0613,12.3799,-8.94752,-136.095
133,1,22.0866,12.3898,-8.73307,-135.711
134,1,22.1053,12.3961,-8.51862,-135.327
135,1,22.1172,12.3989,-8.30425,-134.942
136,1,22.1225,12.398,-8.08999,-134.557
137,1,22.1211,12.3935,-7.87591,-134.173
138,1,22.113,12.3855,-7.66208,-133.788
139,1,22.0983,12.3739,-7.44853,-133.403
140,1,22.0769,12.3587,-7.23535,-133.019
141,1,22.0488,12.34,-7.02257,-132.635
142,1,22.0141,12.3178,-6.81026,-132.252
143,1,21.9728,12.292,-6.59847,-131.87
144,1,21.9248,12.2627,-6.38725,-131.488
145,1,21.8702,12.2299,-6.17668,-131.107
146,1,21.809,12.1937,-5.96678,-130.727
147,1,21.7413,12.154,-5.75764,-130.349
148,1,21.667,12.1108,-5.54929,-129.971
149,1,21.5861,12.0642,-5.34179,-129.595
150,1,21.4987,12.0142,-5.1352,-129.22
151,1,21.4049,11.9607,-4.92956,-128.847
152,1,21.3046,11.9039,-4.72494,-128.476
153,1,21.1979,11.8438,-4.52138,-128.106
154,1,21.0847,11.7803,-4.31893,-127.739
155,1,20.9652,11.7134,-4.11766,-127.373
156,1,20.8394,11.6433,-3.9176,-127.009
157,1,20.7073,11.5699,-3.71881,-126.648
158,1,20.5689,11.4932,-3.52134,-126.289
159,1,20.4244,11.4133,-3.32524,-125.933
160,1,20.2736,11.3303,-3.13056,-125.579
161,1,20.1168,11.244,-2.93735,-125.228
162,1,19.9539,11.1545,-2.74566,-124.879
163,1,19.7849,11.062,-2.55553,-124.534
164,1,19.61,10.9663,-2.36702,-124.191
165,1,19.4291,10.8675,-2.18017,-123.852
166,1,19.2424,10.7657,-1.99503,-123.515
167,1,19.0498,10.6609,-1.81164,-123.182
168,1,18.8515,10.5531,-1.63006,-122.853
169,1,18.6475,10.4423,-1.45032,-122.526
170,1,18.4379,10.3285,-1.27248,-122.204
171,1,18.2226,10.2119,-1.09658,-121.885
172,1,18.0019,10.0924,-0.922655,-121.57
173,1,17.7757,9.97007,-0.750761,-121.259
174,1,17.5441,9.84492,-0.580938,-120.951
175,1,17.3073,9.71698,-0.413229,-120.648
176,1,17.0651,9.58631,-0.247677,-120.349
177,1,16.8179,9.45293,-0.0843241,-120.054
178,1,16.5655,9.31687,0.0767875,-119.764
179,1,16.3081,9.17817,0.235617,-119.478
180,1,16.0457,9.03686,0.392122,-119.196
-180,2,16.026,8.76243,-7.75751,-253.663
-179,2,15.761,8.62634,-7.60956,-253.388
-178,2,15.4912,8.48797,-7.46377,-253.117
-177,2,15.2167,8.34735,-7.32017,-252.85
-176,2,14.9377,8.2045,-7.17879,-252.589
-175,2,14.6541,8.05946,-7.03965,-252.332
-174,2,14.366,7.91225,-6.9028,-252.081
-173,2,14.0736,7.76289,-6.76827,-251.834
-172,2,13.7769,7.61143,-6.63607,-251.593
-171,2,13.476,7.45787,-6.50625,-251.356
-170,2,13.1711,7.30227,-6.37883,-251.125
-169,2,12.8621,7.14463,-6.25385,-250.899
-168,2,12.5491,6.985,-6.13133,-250.679
-167,2,12.2324,6.8234,-6.01131,-250.464
-166,2,11.9119,6.65987,-5.89382,-250.254
-165,2,11.5877,6.49442,-5.77888,-250.05
-164,2,11.26,6.32711,-5.66652,-249.852
-163,2,10.9289,6.15795,-5.55678,-249.66
-162,2,10.5944,5.98698,-5.44969,-249.473
-161,2,10.2566,5.81423,-5.34527,-249.292
-160,2,9.91572,5.63973,-5.24355,-249.117
-159,2,9.57174,5.46352,-5.14457,-248.948
-158,2,9.22481,5.28563,-5.04836,-248.785
-157,2,8.87502,5.1061,-4.95493,-248.628
-156,2,8.52248,4.92495,-4.86432,-248.477
-155,2,8.1673,4.74224,-4.77657,-248.332
-154,2,7.80958,4.55798,-4.69169,-248.193
-153,2,7.44942,4.37222,-4.60972,-248.061
-152,2,7.08694,4.185,-4.53068,-247.934
-151,2,6.72223,3.99635,-4.45461,-247.815
-150,2,6.35542,3.80631,-4.38152,-247.701
-149,2,5.9866,3.61492,-4.31145,-247.594
-148,2,5.6159,3.42222,-4.24443,-247.493
-147,2,5.24341,3.22825,-4.18048,-247.399
-146,2,4.86925,3.03306,-4.11963,-247.311
-145,2,4.49353,2.83667,-4.0619,-247.23
-144,2,4.11636,2.63913,-4.00733,-247.156
-143,2,3.73787,2.4405,-3.95593,-247.088
-142,2,3.35815,2.2408,-3.90773,-247.026
-141,2,2.97733,2.04009,-3.86276,-246.971
-140,2,2.59551,1.8384,-3.82104,-246.923
-139,2,2.21283,1.63579,-3.78259,-246.881
-138,2,1.82937,1.4323,-3.74744,-246.847
-137,2,1.44528,1.22797,-3.71561,-246.818
-136,2,1.06065,1.02286,-3.68713,-246.797
-135,2,0.67561,0.817015,-3.66201,-246.782
-134,2,0.290271,0.610478,-3.64028,-246.774
-133,2,-0.0952484,0.403303,-3.62196,-246.773
-132,2,-0.480833,0.195538,-3.60707,-246.778
-131,2,-0.866365,-0.0127641,-3.59562,-246.79
-130,2,-1.25173,-0.221553,-3.58764,-246.809
-129,2,-1.6368,-0.430775,-3.58315,-246.834
-128,2,-2.02148,-0.640378,-3.58216,-246.867
-127,2,-2.40563,-0.850308,-3.5847,-246.906
-126,2,-2.78915,-1.06051,-3.59076,-246.951
-125,2,-3.17191,-1.27093,-3.60039,-247.004
-124,2,-3.5538,-1.48151,-3.61357,-247.063
-123,2,-3.9347,-1.6922,-3.63034,-247.129
-122,2,-4.3145,-1.90293,-3.65071,-247.201
-121,2,-4.69308,-2.11366,-3.67468,-247.28
-120,2,-5.07033,-2.32431,-3.70226,-247.366
-119,2,-5.44612,-2.53484,-3.73348,-247.458
-118,2,-5.82034,-2.74519,-3.76833,-247.557
-117,2,-6.19289,-2.95528,-3.80683,-247.662
-116,2,-6.56363,-3.16507,-3.84898,-247.774
-115,2,-6.93247,-3.37449,-3.89479,-247.893
-114,2,-7.29928,-3.58348,-3.94426,-248.017
-113,2,-7.66395,-3.79198,-3.99741,-248.149
-112,2,-8.02638,-3.99991,-4.05422,-248.286
-111,2,-8.38644,-4.20723,-4.11472,-248.43
-110,2,-8.74402,-4.41387,-4.17888,-248.58
-109,2,-9.09902,-4.61976,-4.24673,-248.737
-108,2,-9.45133,-4.82483,-4.31825,-248.9
-107,2,-9.80083,-5.02903,-4.39344,-249.069
-106,2,-10.1474,-5.23228,-4.47229,-249.244
-105,2,-10.491,-5.43452,-4.55481,-249.425
-104,2,-10.8314,-5.63569,-4.64099,-249.612
-103,2,-11.1686,-5.83571,-4.73082,-249.805
-102,2,-11.5025,-6.03453,-4.82428,-250.004
-101,2,-11.8329,-6.23207,-4.92138,-250.209
-100,2,-12.1598,-6.42826,-5.0221,-250.419
-99,2,-12.483,-6.62304,-5.12642,-250.635
-98,2,-12.8025,-6.81634,-5.23433,-250.857
-97,2,-13.1182,-7.0081,-5.34582,-251.085
-96,2,-13.4298,-7.19824,-5.46087,-251.318
-95,2,-13.7375,-7.38669,-5.57946,-251.557
-94,2,-14.0409,-7.5734,-5.70156,-251.801
-93,2,-14.3402,-7.75828,-5.82717,-252.05
-92,2,-14.6351,-7.94128,-5.95626,-252.304
-91,2,-14.9256,-8.12231,-6.08879,-252.564
-90,2,-15.2115,-8.30133,-6.22475,-252.829
-89,2,-15.4929,-8.47825,-6.36411,-253.099
-88,2,-15.7695,-8.65301,-6.50684,-253.373
-87,2,-16.0414,-8.82555,-6.65291,-253.653
-86,2,-16.3084,-8.99579,-6.80229,-253.937
-85,2,-16.5704,-9.16366,-6.95494,-254.226
-84,2,-16.8274,-9.32911,-7.11083,-254.52
-83,2,-17.0792,-9.49207,-7.26993,-254.818
-82,2,-17.3259,-9.65246,-7.43219,-255.12
-81,2,-17.5673,-9.81023,-7.59758,-255.427
-80,2,-17.8033,-9.9653,-7.76605,-255.738
-79,2,-18.0338,-10.1176,-7.93756,-256.053
-78,2,-18.2589,-10.2671,-8.11207,-256.373
-77,2,-18.4784,-10.4137,-8.28954,-256.696
-76,2,-18.6922,-10.5574,-8.46991,-257.023
-75,2,-18.9003,-10.6981,-8.65314,-257.353
-74,2,-19.1026,-10.8356,-8.83918,-257.688
-73,2,-19.299,-10.9701,-9.02797,-258.026
-72,2,-19.4896,-11.1014,-9.21947,-258.367
-71,2,-19.6741,-11.2294,-9.41361,-258.712
-70,2,-19.8526,-11.3541,-9.61035,-259.06
-69,2,-20.025,-11.4754,-9.80962,-259.411
-68,2,-20.1913,-11.5933,-10.0114,-259.765
-67,2,-20.3513,-11.7078,-10.2155,-260.122
-66,2,-20.5051,-11.8187,-10.422,-260.481
-65,2,-20.6526,-11.926,-10.6308,-260.844
-64,2,-20.7937,-12.0297,-10.8419,-261.209
-63,2,-20.9284,-12.1297,-11.0551,-261.576
-62,2,-21.0566,-12.2259,-11.2703,-261.946
-61,2,-21.1784,-12.3184,-11.4877,-262.318
-60,2,-21.2936,-12.407,-11.7069,-262.692
-59,2,-21.4023,-12.4918,-11.9281,-263.068
-58,2,-21.5043,-12.5726,-12.151,-263.446
-57,2,-21.5997,-12.6495,-12.3757,-263.825
-56,2,-21.6885,-12.7223,-12.6021,-264.207
-55,2,-21.7705,-12.7911,-12.83,-264.59
-54,2,-21.8458,-12.8558,-13.0595,-264.974
-53,2,-21.9143,-12.9164,-13.2904,-265.359
-52,2,-21.9761,-12.9728,-13.5226,-265.746
-51,2,-22.031,-13.025,-13.7561,-266.134
-50,2,-22.0792,-13.073,-13.9908,-266.522
-49,2,-22.1205,-13.1167,-14.2266,-266.912
-48,2,-22.1549,-13.1561,-14.4635,-267.302
-47,2,-22.1825,-13.1912,-14.7012,-267.693
-46,2,-22.2032,-13.222,-14.9399,-268.084
-45,2,-22.217,-13.2484,-15.1793,-268.475
-44,2,-22.2239,-13.2704,-15.4194,-268.867
-43,2,-22.224,-13.2879,-15.6601,-269.258
-42,2,-22.2171,-13.3011,-15.9013,-269.65
-41,2,-22.2034,-13.3098,-16.1429,-270.041
-40,2,-22.1827,-13.314,-16.3849,-270.432
-39,2,-22.1552,-13.3138,-16.6271,-270.823
-38,2,-22.1208,-13.309,-16.8695,-271.213
-37,2,-22.0795,-13.2998,-17.1119,-271.603
-36,2,-22.0314,-13.286,-17.3543,-271.991
-35,2,-21.9764,-13.2678,-17.5966,-272.379
-34,2,-21.9146,-13.245,-17.8387,-272.766
-33,2,-21.846,-13.2177,-18.0804,-273.151
-32,2,-21.7706,-13.1859,-18.3218,-273.535
-31,2,-21.6885,-13.1496,-18.5627,-273.918
-30,2,-21.5996,-13.1087,-18.803,-274.299
-29,2,-21.504,-13.0634,-19.0427,-274.679
-28,2,-21.4017,-13.0135,-19.2816,-275.057
-27,2,-21.2928,-12.9592,-19.5196,-275.433
-26,2,-21.1773,-12.9004,-19.7567,-275.807
-25,2,-21.0552,-12.8372,-19.9928,-276.179
-24,2,-20.9265,-12.7695,-20.2277,-276.548
-23,2,-20.7914,-12.6973,-20.4614,-276.915
-22,2,-20.6498,-12.6208,-20.6938,-277.28
-21,2,-20.5017,-12.5399,-20.9248,-277.642
-20,2,-20.3473,-12.4547,-21.1543,-278.002
-19,2,-20.1866,-12.3651,-21.3823,-278.358
-18,2,-20.0197,-12.2712,-21.6085,-278.712
-17,2,-19.8465,-12.1731,-21.833,-279.063
-16,2,-19.6671,-12.0707,-22.0556,-279.41
-15,2,-19.4817,-11.9641,-22.2764,-279.755
-14,2,-19.2902,-11.8534,-22.495,-280.095
-13,2,-19.0927,-11.7385,-22.7116,-280.433
-12,2,-18.8894,-11.6195,-22.926,-280.767
-11,2,-18.6801,-11.4965,-23.1381,-281.097
-10,2,-18.4651,-11.3696,-23.3479,-281.423
-9,2,-18.2443,-11.2386,-23.5552,-281.746
-8,2,-18.018,-11.1038,-23.7599,-282.064
-7,2,-17.786,-10.9651,-23.9621,-282.378
-6,2,-17.5485,-10.8226,-24.1616,-282.689
-5,2,-17.3056,-10.6763,-24.3583,-282.994
-4,2,-17.0574,-10.5264,-24.5522,-283.296
-3,2,-16.8039,-10.3729,-24.7432,-283.593
-2,2,-16.5452,-10.2157,-24.9312,-283.885
-1,2,-16.2814,-10.0551,-25.1161,-284.173
0,2,-16.0126,-9.89096,-25.2979,-284.456
1,2,-15.7388,-9.72346,-25.4764,-284.734
2,2,-15.4602,-9.55264,-25.6517,-285.008
3,2,-15.1768,-9.37857,-25.8237,-285.276
4,2,-14.8888,-9.2013,-25.9923,-285.539
5,2,-14.5962,-9.02092,-26.1574,-285.797
6,2,-14.2991,-8.83749,-26.3189,-286.05
7,2,-13.9976,-8.65108,-26.4769,-286.297
8,2,-13.6919,-8.46177,-26.6312,-286.539
9,2,-13.3819,-8.26963,-26.7818,-286.775
10,2,-13.0678,-8.07473,-26.9286,-287.006
11,2,-12.7498,-7.87717,-27.0716,-287.231
12,2,-12.4279,-7.677,-27.2108,-287.451
13,2,-12.1021,-7.47433,-27.346,-287.665
14,2,-11.7727,-7.26921,-27.4773,-287.873
15,2,-11.4397,-7.06174,-27.6045,-288.075
16,2,-11.1032,-6.852,-27.7277,-288.271
17,2,-10.7634,-6.64007,-27.8467,-288.461
18,2,-10.4203,-6.42603,-27.9617,-288.645
19,2,-10.074,-6.20997,-28.0724,-288.823
20,2,-9.72471,-5.99198,-28.1789,-288.995
21,2,-9.37248,-5.77214,-28.2812,-289.16
22,2,-9.01743,-5.55055,-28.3791,-289.319
23,2,-8.65967,-5.32727,-28.4728,-289.472
24,2,-8.29932,-5.10242,-28.5621,-289.619
25,2,-7.93648,-4.87606,-28.647,-289.759
26,2,-7.57129,-4.6483,-28.7275,-289.892
27,2,-7.20384,-4.41922,-28.8036,-290.019
28,2,-6.83426,-4.18892,-28.8753,-290.14
29,2,-6.46266,-3.95747,-28.9425,-290.254
30,2,-6.08916,-3.72498,-29.0052,-290.362
31,2,-5.71388,-3.49153,-29.0634,-290.462
32,2,-5.33694,-3.25721,-29.1171,-290.557
33,2,-4.95844,-3.02212,-29.1663,-290.644
34,2,-4.57852,-2.78635,-29.2109,-290.725
35,2,-4.19729,-2.54997,-29.251,-290.799
36,2,-3.81487,-2.3131,-29.2866,-290.866
37,2,-3.43138,-2.07581,-29.3177,-290.927
38,2,-3.04694,-1.8382,-29.3442,-290.981
39,2,-2.66166,-1.60035,-29.3662,-291.028
40,2,-2.27568,-1.36236,-29.3836,-291.068
41,2,-1.8891,-1.12432,-29.3965,-291.101
42,2,-1.50206,-0.88631,-29.4049,-291.128
43,2,-1.11466,-0.648425,-29.4087,-291.147
44,2,-0.72703,-0.410753,-29.4081,-291.16
45,2,-0.33929,-0.173379,-29.403,-291.167
46,2,0.0484414,0.0636076,-29.3934,-291.166
47,2,0.436045,0.300122,-29.3794,-291.158
48,2,0.823401,0.536077,-29.3609,-291.144
49,2,1.21039,0.771388,-29.338,-291.123
50,2,1.5969,1.00597,-29.3107,-291.095
51,2,1.9828,1.23974,-29.2791,-291.06
52,2,2.36797,1.47262,-29.2431,-291.019
53,2,2.75231,1.70452,-29.2028,-290.971
54,2,3.1357,1.93536,-29.1582,-290.916
55,2,3.518,2.16507,-29.1094,-290.854
56,2,3.89912,2.39355,-29.0563,-290.786
57,2,4.27893,2.62075,-28.9991,-290.711
58,2,4.65733,2.84657,-28.9377,-290.63
59,2,5.03418,3.07094,-28.8722,-290.542
60,2,5.40939,3.29379,-28.8026,-290.447
61,2,5.78283,3.51505,-28.729,-290.346
62,2,6.1544,3.73463,-28.6514,-290.238
63,2,6.52398,3.95247,-28.5699,-290.124
64,2,6.89146,4.16851,-28.4844,-290.004
65,2,7.25674,4.38266,-28.3951,-289.877
66,2,7.61969,4.59487,-28.302,-289.744
67,2,7.98022,4.80506,-28.2052,-289.604
68,2,8.33822,5.01317,-28.1046,-289.459
69,2,8.69357,5.21914,-28.0004,-289.307
70,2,9.04618,5.42291,-27.8925,-289.149
71,2,9.39594,5.62441,-27.7811,-288.984
72,2,9.74275,5.82359,-27.6662,-288.814
73,2,10.0865,6.02038,-27.5479,-288.638
74,2,10.4271,6.21474,-27.4262,-288.456
75,2,10.7644,6.40659,-27.3011,-288.268
76,2,11.0984,6.5959,-27.1728,-288.074
77,2,11.4289,6.78261,-27.0413,-287.875
78,2,11.7559,6.96667,-26.9066,-287.67
79,2,12.0792,7.14802,-26.7688,-287.459
80,2,12.3987,7.32663,-26.628,-287.243
81,2,12.7145,7.50244,-26.4842,-287.021
82,2,13.0263,7.67541,-26.3375,-286.794
83,2,13.334,7.84549,-26.188,-286.562
84,2,13.6377,8.01265,-26.0356,-286.324
85,2,13.9372,8.17685,-25.8806,-286.081
86,2,14.2324,8.33804,-25.7229,-285.833
87,2,14.5232,8.49618,-25.5626,-285.58
88,2,14.8095,8.65125,-25.3998,-285.322
89,2,15.0914,8.80321,-25.2345,-285.059
90,2,15.3686,8.95202,-25.0668,-284.792
91,2,15.6411,9.09766,-24.8968,-284.519
92,2,15.9088,9.24009,-24.7246,-284.242
93,2,16.1717,9.37928,-24.5501,-283.961
94,2,16.4296,9.51521,-24.3735,-283.675
95,2,16.6826,9.64786,-24.1949,-283.385
96,2,16.9305,9.7772,-24.0142,-283.09
97,2,17.1732,9.9032,-23.8316,-282.791
98,2,17.4107,10.0258,-23.6472,-282.489
99,2,17.6429,10.1451,-23.461,-282.182
100,2,17.8698,10.261,-23.273,-281.871
101,2,18.0913,10.3735,-23.0834,-281.557
102,2,18.3073,10.4825,-22.8921,-281.238
103,2,18.5177,10.5881,-22.6994,-280.916
104,2,18.7226,10.6903,-22.5051,-280.591
105,2,18.9218,10.789,-22.3095,-280.262
106,2,19.1153,10.8842,-22.1125,-279.93
107,2,19.303,10.9759,-21.9143,-279.595
108,2,19.4849,11.0641,-21.7149,-279.256
109,2,19.661,11.1489,-21.5143,-278.915
110,2,19.8311,11.2301,-21.3127,-278.57
111,2,19.9953,11.3078,-21.11,-278.223
112,2,20.1534,11.382,-20.9064,-277.873
113,2,20.3055,11.4527,-20.7019,-277.52
114,2,20.4515,11.5199,-20.4965,-277.165
115,2,20.5913,11.5836,-20.2905,-276.808
116,2,20.725,11.6437,-20.0837,-276.448
117,2,20.8524,11.7004,-19.8763,-276.086
118,2,20.9736,11.7535,-19.6682,-275.722
119,2,21.0885,11.8031,-19.4597,-275.355
120,2,21.1971,11.8492,-19.2507,-274.988
121,2,21.2994,11.8918,-19.0413,-274.618
122,2,21.3952,11.931,-18.8316,-274.246
123,2,21.4847,11.9666,-18.6216,-273.874
124,2,21.5677,11.9988,-18.4114,-273.499
125,2,21.6443,12.0275,-18.2009,-273.124
126,2,21.7144,12.0528,-17.9904,-272.747
127,2,21.778,12.0746,-17.7798,-272.369
128,2,21.8351,12.093,-17.5692,-271.99
129,2,21.8857,12.108,-17.3587,-271.61
130,2,21.9298,12.1195,-17.1482,-271.229
131,2,21.9672,12.1277,-16.9379,-270.848
132,2,21.9982,12.1325,-16.7278,-270.466
133,2,22.0225,12.1339,-16.518,-270.084
134,2,22.0403,12.132,-16.3084,-269.702
135,2,22.0515,12.1267,-16.0992,-269.319
136,2,22.0561,12.1182,-15.8905,-268.936
137,2,22.0542,12.1063,-15.6822,-268.553
138,2,22.0456,12.0911,-15.4744,-268.17
139,2,22.0305,12.0727,-15.2671,-267.788
140,2,22.0088,12.051,-15.0604,-267.406
141,2,21.9805,12.0261,-14.8544,-267.024
142,2,21.9456,11.998,-14.6491,-266.643
143,2,21.9042,11.9667,-14.4445,-266.263
144,2,21.8563,11.9322,-14.2407,-265.883
145,2,21.8019,11.8946,-14.0377,-265.505
