Phi[deg],Theta[deg],im(rEPhi)[mV],re(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-47,72,7.86655,11.6461,-802.925,-9079.07
-46,72,8.43054,11.5804,-803.313,-9079.68
-45,72,8.99931,11.5025,-803.637,-9080.29
-44,72,9.57074,11.4127,-803.896,-9080.87
-43,72,10.1427,11.3116,-804.09,-9081.45
-42,72,10.7129,11.1997,-804.218,-9082.01
-41,72,11.2793,11.0773,-804.283,-9082.56
-40,72,11.8397,10.9452,-804.283,-9083.09
-39,72,12.392,10.8037,-804.22,-9083.61
-38,72,12.934,10.6536,-804.096,-9084.12
-37,72,13.4638,10.4954,-803.912,-9084.61
-36,72,13.9792,10.3297,-803.669,-9085.09
-35,72,14.4784,10.157,-803.371,-9085.55
-34,72,14.9595,9.97808,-803.019,-9086.01
-33,72,15.4207,9.79347,-802.616,-9086.45
-32,72,15.8603,9.60378,-802.166,-9086.87
-31,72,16.2767,9.40961,-801.67,-9087.29
-30,72,16.6684,9.21156,-801.133,-9087.7
-29,72,17.034,9.0102,-800.558,-9088.09
-28,72,17.3722,8.80612,-799.948,-9088.48
-27,72,17.6819,8.59987,-799.309,-9088.85
-26,72,17.962,8.39198,-798.643,-9089.22
-25,72,18.2116,8.18298,-797.956,-9089.58
-24,72,18.4299,7.97338,-797.251,-9089.93
-23,72,18.6162,7.76367,-796.532,-9090.28
-22,72,18.7701,7.5543,-795.805,-9090.62
-21,72,18.8911,7.34573,-795.073,-9090.96
-20,72,18.979,7.13838,-794.342,-9091.29
-19,72,19.0335,6.93265,-793.616,-9091.62
-18,72,19.0548,6.72892,-792.899,-9091.94
-17,72,19.0428,6.52755,-792.196,-9092.26
-16,72,18.9978,6.32887,-791.511,-9092.58
-15,72,18.9201,6.13321,-790.849,-9092.9
-14,72,18.8101,5.94086,-790.214,-9093.21
-13,72,18.6685,5.75208,-789.61,-9093.52
-12,72,18.4958,5.56712,-789.04,-9093.83
-11,72,18.2927,5.38622,-788.51,-9094.14
-10,72,18.0601,5.20958,-788.021,-9094.45
-9,72,17.7988,5.03738,-787.578,-9094.75
-8,72,17.5099,4.86979,-787.183,-9095.06
-7,72,17.1944,4.70694,-786.84,-9095.36
-6,72,16.8533,4.54896,-786.551,-9095.65
-5,72,16.4879,4.39594,-786.318,-9095.95
-4,72,16.0993,4.24796,-786.144,-9096.23
-3,72,15.6888,4.10507,-786.029,-9096.52
-2,72,15.2577,3.9673,-785.976,-9096.79
-1,72,14.8073,3.83467,-785.985,-9097.07
0,72,14.3389,3.70716,-786.058,-9097.33
1,72,13.854,3.58473,-786.194,-9097.59
2,72,13.3539,3.46733,-786.393,-9097.83
3,72,12.84,3.35488,-786.656,-9098.07
4,72,12.3136,3.24728,-786.982,-9098.29
5,72,11.7763,3.1444,-787.369,-9098.5
6,72,11.2294,3.04612,-787.816,-9098.7
7,72,10.6742,2.95225,-788.322,-9098.88
8,72,10.1122,2.86264,-788.885,-9099.05
9,72,9.54471,2.77706,-789.502,-9099.2
10,72,8.97303,2.69532,-790.171,-9099.33
11,72,8.3985,2.61717,-790.89,-9099.44
12,72,7.82239,2.54237,-791.654,-9099.53
13,72,7.24596,2.47067,-792.461,-9099.6
14,72,6.67042,2.4018,-793.307,-9099.65
15,72,6.09694,2.33547,-794.188,-9099.67
16,72,5.52666,2.27142,-795.1,-9099.66
17,72,4.96067,2.20934,-796.04,-9099.63
18,72,4.40001,2.14894,-797.002,-9099.58
19,72,3.84569,2.08995,-797.982,-9099.49
20,72,3.29864,2.03207,-798.976,-9099.38
21,72,2.75976,1.97503,-799.979,-9099.24
22,72,2.22988,1.91854,-800.986,-9099.06
23,72,1.70978,1.86235,-801.993,-9098.86
24,72,1.20019,1.8062,-802.994,-9098.62
25,72,0.70175,1.74987,-803.985,-9098.35
26,72,0.215066,1.69313,-804.962,-9098.05
27,72,-0.25933,1.63578,-805.919,-9097.71
28,72,-0.72097,1.57764,-806.853,-9097.34
29,72,-1.16945,1.51856,-807.758,-9096.94
30,72,-1.60443,1.45841,-808.63,-9096.5
31,72,-2.02563,1.39707,-809.465,-9096.03
32,72,-2.43286,1.33447,-810.259,-9095.52
33,72,-2.82595,1.27055,-811.008,-9094.98
34,72,-3.20484,1.20528,-811.708,-9094.4
35,72,-3.5695,1.13867,-812.356,-9093.79
36,72,-3.91997,1.07072,-812.949,-9093.14
37,72,-4.25637,1.0015,-813.484,-9092.46
38,72,-4.57885,0.931077,-813.957,-9091.75
39,72,-4.88763,0.859556,-814.367,-9091
40,72,-5.18297,0.787056,-814.711,-9090.22
41,72,-5.4652,0.713722,-814.987,-9089.41
42,72,-5.73468,0.639717,-815.194,-9088.56
43,72,-5.99183,0.565223,-815.33,-9087.68
44,72,-6.2371,0.490435,-815.394,-9086.78
45,72,-6.47096,0.415565,-815.385,-9085.84
46,72,-6.69394,0.340832,-815.303,-9084.88
47,72,-6.9066,0.266467,-815.148,-9083.88
48,72,-7.10949,0.192707,-814.92,-9082.86
49,72,-7.30322,0.119793,-814.618,-9081.82
50,72,-7.48839,0.0479669,-814.245,-9080.75
51,72,-7.66561,-0.0225283,-813.799,-9079.66
52,72,-7.83552,-0.0914525,-813.284,-9078.54
53,72,-7.99874,-0.15857,-812.7,-9077.41
54,72,-8.15589,-0.22365,-812.049,-9076.25
55,72,-8.30761,-0.286472,-811.332,-9075.08
56,72,-8.45448,-0.346822,-810.553,-9073.89
57,72,-8.59712,-0.404497,-809.712,-9072.69
58,72,-8.73609,-0.459308,-808.814,-9071.48
59,72,-8.87195,-0.511075,-807.86,-9070.25
60,72,-9.00524,-0.559632,-806.853,-9069.01
61,72,-9.13645,-0.604828,-805.798,-9067.77
62,72,-9.26605,-0.646523,-804.695,-9066.52
63,72,-9.39448,-0.684593,-803.55,-9065.27
64,72,-9.52215,-0.718924,-802.365,-9064.01
65,72,-9.64942,-0.749418,-801.144,-9062.75
66,72,-9.7766,-0.77599,-799.891,-9061.49
67,72,-9.90399,-0.798563,-798.609,-9060.24
68,72,-10.0318,-0.817075,-797.301,-9058.98
69,72,-10.1603,-0.831473,-795.973,-9057.74
70,72,-10.2895,-0.841714,-794.626,-9056.5
71,72,-10.4197,-0.847762,-793.266,-9055.27
72,72,-10.5508,-0.849593,-791.895,-9054.06
73,72,-10.6829,-0.847186,-790.518,-9052.85
74,72,-10.8159,-0.840528,-789.138,-9051.66
75,72,-10.9498,-0.829612,-787.759,-9050.48
76,72,-11.0844,-0.814437,-786.383,-9049.32
77,72,-11.2197,-0.795004,-785.015,-9048.18
78,72,-11.3553,-0.771321,-783.658,-9047.06
79,72,-11.4911,-0.743398,-782.314,-9045.96
80,72,-11.6267,-0.711252,-780.987,-9044.88
81,72,-11.7619,-0.6749,-779.68,-9043.83
82,72,-11.8963,-0.634367,-778.395,-9042.79
83,72,-12.0295,-0.58968,-777.135,-9041.78
84,72,-12.1611,-0.540872,-775.902,-9040.8
85,72,-12.2907,-0.487981,-774.699,-9039.84
86,72,-12.4177,-0.431052,-773.527,-9038.91
87,72,-12.5418,-0.370135,-772.388,-9038
88,72,-12.6623,-0.30529,-771.285,-9037.13
89,72,-12.7787,-0.236584,-770.217,-9036.27
90,72,-12.8905,-0.164092,-769.186,-9035.45
91,72,-12.9971,-0.0879017,-768.194,-9034.65
92,72,-13.0979,-0.00810811,-767.242,-9033.88
93,72,-13.1924,0.0751806,-766.328,-9033.14
94,72,-13.28,0.161845,-765.455,-9032.42
95,72,-13.36,0.251754,-764.622,-9031.73
96,72,-13.432,0.344763,-763.829,-9031.06
97,72,-13.4953,0.440716,-763.075,-9030.42
98,72,-13.5493,0.539445,-762.361,-9029.8
99,72,-13.5936,0.640768,-761.685,-9029.2
100,72,-13.6276,0.744493,-761.047,-9028.62
101,72,-13.6507,0.850415,-760.446,-9028.07
102,72,-13.6626,0.958323,-759.88,-9027.53
103,72,-13.6627,1.06799,-759.348,-9027.02
104,72,-13.6506,1.17919,-758.849,-9026.52
105,72,-13.6259,1.29168,-758.38,-9026.03
106,72,-13.5883,1.40523,-757.941,-9025.56
107,72,-13.5375,1.51958,-757.528,-9025.11
108,72,-13.4732,1.63449,-757.141,-9024.66
109,72,-13.3952,1.74972,-756.776,-9024.23
110,72,-13.3033,1.86503,-756.432,-9023.8
111,72,-13.1974,1.98017,-756.107,-9023.38
112,72,-13.0775,2.09492,-755.798,-9022.97
113,72,-12.9434,2.20906,-755.502,-9022.56
114,72,-12.7954,2.32237,-755.218,-9022.15
115,72,-12.6334,2.43467,-754.943,-9021.75
116,72,-12.4577,2.54578,-754.674,-9021.35
117,72,-12.2683,2.65552,-754.409,-9020.94
118,72,-12.0657,2.76376,-754.146,-9020.54
119,72,-11.8501,2.87037,-753.882,-9020.13
120,72,-11.6219,2.97525,-753.616,-9019.72
121,72,-11.3815,3.0783,-753.344,-9019.3
122,72,-11.1293,3.17947,-753.065,-9018.88
123,72,-10.866,3.27871,-752.777,-9018.45
124,72,-10.5919,3.37601,-752.478,-9018.02
125,72,-10.3078,3.47137,-752.166,-9017.58
126,72,-10.0142,3.56481,-751.84,-9017.13
127,72,-9.71182,3.65636,-751.497,-9016.67
128,72,-9.40126,3.7461,-751.137,-9016.2
129,72,-9.08326,3.83408,-750.759,-9015.73
130,72,-8.75849,3.92041,-750.361,-9015.25
131,72,-8.42769,4.00517,-749.942,-9014.76
132,72,-8.09156,4.08849,-749.503,-9014.26
133,72,-7.75082,4.17047,-749.042,-9013.76
134,72,-7.40617,4.25124,-748.559,-9013.25
135,72,-7.05831,4.33093,-748.055,-9012.74
136,72,-6.7079,4.40965,-747.528,-9012.22
137,72,-6.3556,4.48753,-746.981,-9011.7
138,72,-6.00203,4.56467,-746.412,-9011.18
139,72,-5.64779,4.64118,-745.823,-9010.65
140,72,-5.29343,4.71716,-745.215,-9010.13
141,72,-4.93946,4.79269,-744.589,-9009.61
142,72,-4.58636,4.86782,-743.946,-9009.09
143,72,-4.23455,4.9426,-743.288,-9008.58
144,72,-3.88441,5.01707,-742.616,-9008.07
145,72,-3.53627,5.09122,-741.932,-9007.57
146,72,-3.19041,5.16504,-741.239,-9007.08
147,72,-2.84706,5.23851,-740.538,-9006.6
148,72,-2.50638,5.31155,-739.833,-9006.14
149,72,-2.1685,5.38408,-739.124,-9005.69
150,72,-1.8335,5.45601,-738.415,-9005.25
151,72,-1.50138,5.52721,-737.709,-9004.84
152,72,-1.17213,5.59754,-737.009,-9004.44
153,72,-0.845683,5.66682,-736.316,-9004.06
154,72,-0.521912,5.73488,-735.635,-9003.71
155,72,-0.200668,5.80152,-734.969,-9003.38
156,72,0.11824,5.86653,-734.32,-9003.08
157,72,0.435034,5.9297,-733.691,-9002.81
158,72,0.749965,5.99078,-733.086,-9002.56
159,72,1.06331,6.04954,-732.507,-9002.34
160,72,1.37537,6.10575,-731.958,-9002.16
161,72,1.68645,6.15916,-731.442,-9002
162,72,1.99687,6.20952,-730.962,-9001.88
163,72,2.30697,6.25662,-730.52,-9001.79
164,72,2.61709,6.30021,-730.119,-9001.74
165,72,2.92754,6.34008,-729.763,-9001.72
166,72,3.23867,6.37602,-729.453,-9001.73
167,72,3.55078,6.40783,-729.192,-9001.78
168,72,3.86419,6.43534,-728.982,-9001.86
169,72,4.17917,6.45838,-728.826,-9001.99
170,72,4.496,6.4768,-728.725,-9002.14
171,72,4.81493,6.49049,-728.681,-9002.33
172,72,5.13617,6.49934,-728.696,-9002.56
173,72,5.45991,6.50327,-728.77,-9002.82
174,72,5.78633,6.5022,-728.906,-9003.12
175,72,6.11555,6.4961,-729.103,-9003.45
176,72,6.44767,6.48495,-729.362,-9003.81
177,72,6.78277,6.46874,-729.684,-9004.2
178,72,7.12087,6.44749,-730.069,-9004.63
179,72,7.46199,6.42123,-730.517,-9005.08
180,72,7.80608,6.39003,-731.027,-9005.57
-180,73,7.66664,6.10237,-739.657,-9076.67
-179,73,8.03022,6.06035,-740.225,-9077.18
-178,73,8.39715,6.01395,-740.856,-9077.72
-177,73,8.76727,5.96328,-741.549,-9078.28
-176,73,9.14036,5.90847,-742.303,-9078.87
-175,73,9.5162,5.84965,-743.116,-9079.48
-174,73,9.89451,5.78695,-743.985,-9080.11
-173,73,10.275,5.72053,-744.91,-9080.75
-172,73,10.6573,5.65052,-745.887,-9081.42
-171,73,11.0412,5.57707,-746.913,-9082.1
-170,73,11.4261,5.50032,-747.987,-9082.8
-169,73,11.8117,5.42042,-749.105,-9083.51
-168,73,12.1976,5.3375,-750.263,-9084.23
-167,73,12.5834,5.2517,-751.459,-9084.96
-166,73,12.9684,5.16316,-752.688,-9085.7
-165,73,13.3524,5.07199,-753.947,-9086.44
-164,73,13.7346,4.97834,-755.232,-9087.19
-163,73,14.1147,4.88231,-756.54,-9087.94
-162,73,14.4919,4.78403,-757.865,-9088.7
-161,73,14.8659,4.6836,-759.204,-9089.46
-160,73,15.2359,4.58114,-760.553,-9090.21
-159,73,15.6014,4.47676,-761.907,-9090.96
-158,73,15.9618,4.37058,-763.262,-9091.71
-157,73,16.3163,4.26269,-764.613,-9092.46
-156,73,16.6645,4.15321,-765.957,-9093.2
-155,73,17.0056,4.04227,-767.289,-9093.93
-154,73,17.3389,3.92997,-768.605,-9094.65
-153,73,17.6637,3.81645,-769.9,-9095.37
-152,73,17.9795,3.70185,-771.171,-9096.07
-151,73,18.2854,3.5863,-772.414,-9096.77
-150,73,18.5808,3.46996,-773.624,-9097.45
-149,73,18.8649,3.353,-774.799,-9098.12
-148,73,19.1372,3.23559,-775.933,-9098.77
-147,73,19.3967,3.11793,-777.025,-9099.41
-146,73,19.6429,3.00021,-778.071,-9100.04
-145,73,19.875,2.88267,-779.067,-9100.65
-144,73,20.0924,2.76554,-780.011,-9101.25
-143,73,20.2943,2.64906,-780.901,-9101.84
-142,73,20.4801,2.53349,-781.734,-9102.4
-141,73,20.6492,2.41913,-782.507,-9102.96
-140,73,20.8008,2.30625,-783.22,-9103.49
-139,73,20.9343,2.19517,-783.87,-9104.02
-138,73,21.0493,2.0862,-784.457,-9104.52
-137,73,21.1451,1.97968,-784.979,-9105.02
-136,73,21.2212,1.87593,-785.435,-9105.49
-135,73,21.277,1.77531,-785.826,-9105.96
-134,73,21.3123,1.67816,-786.151,-9106.41
-133,73,21.3265,1.58486,-786.409,-9106.84
-132,73,21.3193,1.49575,-786.603,-9107.26
-131,73,21.2904,1.4112,-786.731,-9107.68
-130,73,21.2395,1.33157,-786.796,-9108.07
-129,73,21.1665,1.25722,-786.799,-9108.46
-128,73,21.0712,1.18851,-786.741,-9108.84
-127,73,20.9535,1.12577,-786.625,-9109.21
-126,73,20.8134,1.06936,-786.452,-9109.56
-125,73,20.6509,1.0196,-786.225,-9109.91
-124,73,20.4663,0.976804,-785.946,-9110.25
-123,73,20.2595,0.941283,-785.619,-9110.59
-122,73,20.0309,0.913325,-785.246,-9110.92
-121,73,19.7809,0.893203,-784.832,-9111.24
-120,73,19.5097,0.881176,-784.379,-9111.55
-119,73,19.2178,0.87748,-783.891,-9111.87
-118,73,18.9057,0.882337,-783.373,-9112.18
-117,73,18.5741,0.895946,-782.827,-9112.48
-116,73,18.2235,0.918487,-782.26,-9112.79
-115,73,17.8547,0.950119,-781.673,-9113.09
-114,73,17.4683,0.990979,-781.073,-9113.39
-113,73,17.0653,1.04118,-780.464,-9113.69
-112,73,16.6465,1.10082,-779.849,-9113.99
-111,73,16.2128,1.16998,-779.234,-9114.29
-110,73,15.7652,1.24869,-778.623,-9114.6
-109,73,15.3048,1.33699,-778.02,-9114.9
-108,73,14.8325,1.43488,-777.431,-9115.21
-107,73,14.3495,1.54235,-776.859,-9115.52
-106,73,13.8569,1.65936,-776.308,-9115.84
-105,73,13.356,1.78584,-775.783,-9116.15
-104,73,12.8478,1.92172,-775.289,-9116.48
-103,73,12.3338,2.06689,-774.828,-9116.8
-102,73,11.815,2.22122,-774.404,-9117.13
-101,73,11.2929,2.38455,-774.022,-9117.47
-100,73,10.7687,2.55673,-773.684,-9117.82
-99,73,10.2437,2.73753,-773.395,-9118.17
-98,73,9.71929,2.92675,-773.155,-9118.52
-97,73,9.19678,3.12415,-772.969,-9118.89
-96,73,8.67754,3.32943,-772.839,-9119.26
-95,73,8.1629,3.54233,-772.767,-9119.64
-94,73,7.65425,3.7625,-772.754,-9120.02
-93,73,7.15293,3.98961,-772.802,-9120.42
-92,73,6.6603,4.22328,-772.913,-9120.83
-91,73,6.1777,4.46312,-773.088,-9121.24
-90,73,5.70648,4.70869,-773.326,-9121.67
-89,73,5.24797,4.95955,-773.629,-9122.1
-88,73,4.80348,5.21521,-773.997,-9122.54
-87,73,4.3743,5.47517,-774.428,-9123
-86,73,3.9617,5.7389,-774.923,-9123.46
-85,73,3.56695,6.00583,-775.48,-9123.94
-84,73,3.19126,6.2754,-776.098,-9124.43
-83,73,2.83582,6.54698,-776.776,-9124.93
-82,73,2.50179,6.81995,-777.511,-9125.44
-81,73,2.19028,7.09367,-778.303,-9125.96
-80,73,1.90238,7.36746,-779.147,-9126.5
-79,73,1.63909,7.64064,-780.042,-9127.04
-78,73,1.4014,7.9125,-780.984,-9127.6
-77,73,1.19022,8.18234,-781.971,-9128.17
-76,73,1.00641,8.44942,-782.999,-9128.75
-75,73,0.850744,8.71302,-784.064,-9129.34
-74,73,0.723944,8.97241,-785.163,-9129.95
-73,73,0.626645,9.22684,-786.291,-9130.56
-72,73,0.559404,9.4756,-787.445,-9131.19
-71,73,0.522689,9.71796,-788.62,-9131.82
-70,73,0.516879,9.9532,-789.812,-9132.46
-69,73,0.542253,10.1806,-791.016,-9133.12
-68,73,0.598993,10.3996,-792.229,-9133.78
-67,73,0.687176,10.6093,-793.444,-9134.45
-66,73,0.806768,10.8093,-794.659,-9135.12
-65,73,0.957626,10.999,-795.868,-9135.8
-64,73,1.13949,11.1776,-797.066,-9136.49
-63,73,1.35199,11.3448,-798.25,-9137.18
-62,73,1.59462,11.5001,-799.414,-9137.87
-61,73,1.86677,11.6429,-800.554,-9138.56
-60,73,2.16771,11.7728,-801.667,-9139.26
-59,73,2.49658,11.8896,-802.747,-9139.95
-58,73,2.8524,11.993,-803.791,-9140.65
-57,73,3.23408,12.0825,-804.795,-9141.34
-56,73,3.64041,12.1582,-805.755,-9142.03
-55,73,4.07007,12.2198,-806.667,-9142.72
-54,73,4.52162,12.2672,-807.529,-9143.39
-53,73,4.99353,12.3003,-808.337,-9144.07
-52,73,5.48416,12.3193,-809.089,-9144.73
-51,73,5.99179,12.3242,-809.782,-9145.39
-50,73,6.5146,12.3151,-810.413,-9146.04
-49,73,7.0507,12.2921,-810.981,-9146.68
-48,73,7.59813,12.2556,-811.483,-9147.3
-47,73,8.15487,12.2057,-811.919,-9147.92
-46,73,8.71884,12.1428,-812.287,-9148.52
-45,73,9.28792,12.0673,-812.587,-9149.11
-44,73,9.85997,11.9795,-812.818,-9149.69
-43,73,10.4328,11.8799,-812.979,-9150.25
-42,73,11.0043,11.7689,-813.071,-9150.8
-41,73,11.5721,11.6471,-813.094,-9151.33
-40,73,12.1343,11.5149,-813.049,-9151.85
-39,73,12.6885,11.373,-812.937,-9152.35
-38,73,13.2327,11.2218,-812.76,-9152.84
-37,73,13.7648,11.062,-812.519,-9153.32
-36,73,14.2828,10.8942,-812.216,-9153.78
-35,73,14.7846,10.7189,-811.853,-9154.23
-34,73,15.2685,10.5368,-811.433,-9154.66
-33,73,15.7325,10.3485,-810.959,-9155.08
-32,73,16.1749,10.1545,-810.434,-9155.49
-31,73,16.5942,9.95563,-809.861,-9155.88
-30,73,16.9887,9.75231,-809.244,-9156.26
-29,73,17.3571,9.5452,-808.586,-9156.64
-28,73,17.698,9.33488,-807.892,-9157
-27,73,18.0102,9.12192,-807.166,-9157.35
-26,73,18.2926,8.90689,-806.411,-9157.7
-25,73,18.5443,8.69031,-805.633,-9158.03
-24,73,18.7645,8.47273,-804.836,-9158.36
-23,73,18.9525,8.25466,-804.024,-9158.68
-22,73,19.1076,8.03657,-803.203,-9159
-21,73,19.2295,7.81895,-802.377,-9159.31
-20,73,19.3178,7.60225,-801.551,-9159.62
-19,73,19.3724,7.3869,-800.73,-9159.92
-18,73,19.3932,7.1733,-799.918,-9160.22
-17,73,19.3802,6.96184,-799.12,-9160.52
-16,73,19.3336,6.7529,-798.341,-9160.82
-15,73,19.2537,6.54681,-797.586,-9161.11
-14,73,19.141,6.3439,-796.859,-9161.4
-13,73,18.9958,6.14447,-796.164,-9161.7
-12,73,18.8189,5.94879,-795.505,-9161.99
-11,73,18.6108,5.75712,-794.887,-9162.27
-10,73,18.3725,5.56969,-794.313,-9162.56
-9,73,18.1047,5.38671,-793.786,-9162.85
-8,73,17.8084,5.20838,-793.31,-9163.13
-7,73,17.4847,5.03485,-792.888,-9163.41
-6,73,17.1346,4.86626,-792.523,-9163.69
-5,73,16.7592,4.70274,-792.217,-9163.97
-4,73,16.3598,4.54437,-791.972,-9164.25
-3,73,15.9375,4.39123,-791.79,-9164.51
-2,73,15.4938,4.24337,-791.673,-9164.78
-1,73,15.0298,4.1008,-791.621,-9165.04
0,73,14.547,3.96352,-791.636,-9165.29
1,73,14.0466,3.83152,-791.717,-9165.54
2,73,13.5302,3.70473,-791.866,-9165.78
3,73,12.9991,3.5831,-792.081,-9166
4,73,12.4546,3.46651,-792.361,-9166.22
5,73,11.8983,3.35486,-792.707,-9166.43
6,73,11.3316,3.248,-793.117,-9166.62
7,73,10.7557,3.14577,-793.588,-9166.8
8,73,10.1723,3.04798,-794.12,-9166.97
9,73,9.58253,2.95444,-794.709,-9167.11
10,73,8.98788,2.86491,-795.353,-9167.25
11,73,8.38969,2.77917,-796.05,-9167.36
12,73,7.78926,2.69696,-796.795,-9167.45
13,73,7.18789,2.618,-797.585,-9167.52
14,73,6.58685,2.54203,-798.418,-9167.58
15,73,5.98735,2.46874,-799.288,-9167.6
16,73,5.39058,2.39786,-800.191,-9167.61
17,73,4.79769,2.32906,-801.124,-9167.59
18,73,4.20978,2.26206,-802.081,-9167.54
19,73,3.62791,2.19654,-803.059,-9167.46
20,73,3.05308,2.13221,-804.052,-9167.36
21,73,2.48625,2.06877,-805.055,-9167.23
22,73,1.92831,2.00592,-806.065,-9167.07
23,73,1.3801,1.94339,-807.075,-9166.88
24,73,0.84242,1.88091,-808.08,-9166.66
25,73,0.315985,1.81823,-809.077,-9166.4
26,73,-0.198542,1.75511,-810.059,-9166.12
27,73,-0.700559,1.69134,-811.023,-9165.8
28,73,-1.18953,1.62672,-811.963,-9165.45
29,73,-1.66499,1.56108,-812.874,-9165.06
30,73,-2.12653,1.49427,-813.753,-9164.64
31,73,-2.5738,1.42617,-814.594,-9164.19
32,73,-3.00655,1.35668,-815.395,-9163.7
33,73,-3.42455,1.28573,-816.149,-9163.18
34,73,-3.82767,1.21327,-816.854,-9162.62
35,73,-4.21583,1.1393,-817.507,-9162.03
36,73,-4.58902,1.06382,-818.103,-9161.4
37,73,-4.94729,0.986871,-818.64,-9160.75
38,73,-5.29074,0.908517,-819.115,-9160.05
39,73,-5.61953,0.828848,-819.525,-9159.33
40,73,-5.9339,0.747977,-819.868,-9158.57
41,73,-6.23411,0.666039,-820.141,-9157.77
42,73,-6.52049,0.58319,-820.344,-9156.95
43,73,-6.79341,0.499604,-820.475,-9156.1
44,73,-7.05328,0.415473,-820.533,-9155.21
45,73,-7.30057,0.331003,-820.517,-9154.29
46,73,-7.53575,0.246412,-820.426,-9153.35
47,73,-7.75935,0.161929,-820.26,-9152.38
48,73,-7.97193,0.0777896,-820.02,-9151.38
49,73,-8.17404,-0.00576361,-819.706,-9150.35
50,73,-8.36629,-0.0884855,-819.318,-9149.3
51,73,-8.54928,-0.170129,-818.857,-9148.23
52,73,-8.72363,-0.250449,-818.325,-9147.13
53,73,-8.88996,-0.329203,-817.724,-9146.01
54,73,-9.04889,-0.406151,-817.055,-9144.88
55,73,-9.20105,-0.481062,-816.319,-9143.72
56,73,-9.34704,-0.553711,-815.52,-9142.55
57,73,-9.48748,-0.623883,-814.66,-9141.36
58,73,-9.62296,-0.691371,-813.742,-9140.16
59,73,-9.75404,-0.755981,-812.768,-9138.95
60,73,-9.88128,-0.817528,-811.741,-9137.73
61,73,-10.0052,-0.875842,-810.665,-9136.5
62,73,-10.1263,-0.930763,-809.543,-9135.26
63,73,-10.245,-0.982142,-808.379,-9134.02
64,73,-10.3618,-1.02984,-807.175,-9132.78
65,73,-10.4771,-1.07375,-805.937,-9131.53
66,73,-10.5913,-1.11373,-804.667,-9130.28
67,73,-10.7045,-1.14971,-803.37,-9129.04
68,73,-10.8173,-1.18157,-802.049,-9127.8
69,73,-10.9297,-1.20925,-800.709,-9126.57
70,73,-11.042,-1.23266,-799.352,-9125.34
71,73,-11.1543,-1.25174,-797.984,-9124.12
72,73,-11.2668,-1.26643,-796.607,-9122.91
73,73,-11.3796,-1.27669,-795.226,-9121.72
74,73,-11.4925,-1.28246,-793.845,-9120.54
75,73,-11.6058,-1.2837,-792.467,-9119.37
76,73,-11.7192,-1.28038,-791.096,-9118.23
77,73,-11.8326,-1.27247,-789.735,-9117.1
78,73,-11.9461,-1.25994,-788.388,-9115.99
79,73,-12.0593,-1.24277,-787.058,-9114.9
80,73,-12.172,-1.22094,-785.748,-9113.83
81,73,-12.2841,-1.19444,-784.461,-9112.78
82,73,-12.3951,-1.16327,-783.2,-9111.76
83,73,-12.5049,-1.12741,-781.968,-9110.77
84,73,-12.613,-1.08687,-780.766,-9109.8
85,73,-12.719,-1.04166,-779.598,-9108.85
86,73,-12.8226,-0.991807,-778.465,-9107.94
87,73,-12.9233,-0.937324,-777.368,-9107.05
88,73,-13.0207,-0.87825,-776.311,-9106.18
89,73,-13.1143,-0.814629,-775.293,-9105.35
90,73,-13.2035,-0.746517,-774.317,-9104.54
91,73,-13.288,-0.673982,-773.382,-9103.76
92,73,-13.3671,-0.597102,-772.491,-9103.01
93,73,-13.4404,-0.515972,-771.643,-9102.29
94,73,-13.5072,-0.430699,-770.838,-9101.59
95,73,-13.5672,-0.341403,-770.077,-9100.92
96,73,-13.6197,-0.248222,-769.359,-9100.27
97,73,-13.6643,-0.151307,-768.685,-9099.65
98,73,-13.7003,-0.0508244,-768.053,-9099.05
99,73,-13.7274,0.0530444,-767.462,-9098.48
100,73,-13.745,0.160104,-766.912,-9097.93
101,73,-13.7525,0.270144,-766.401,-9097.4
102,73,-13.7497,0.382943,-765.929,-9096.89
103,73,-13.7361,0.498266,-765.492,-9096.4
104,73,-13.7111,0.615868,-765.091,-9095.93
105,73,-13.6746,0.735495,-764.722,-9095.48
106,73,-13.6262,0.856886,-764.384,-9095.04
107,73,-13.5655,0.979773,-764.074,-9094.61
108,73,-13.4923,1.10388,-763.791,-9094.2
109,73,-13.4064,1.22895,-763.531,-9093.79
110,73,-13.3077,1.35469,-763.294,-9093.4
111,73,-13.196,1.48084,-763.075,-9093.02
112,73,-13.0713,1.60714,-762.872,-9092.64
113,73,-12.9335,1.73333,-762.683,-9092.26
114,73,-12.7827,1.85915,-762.505,-9091.89
115,73,-12.6189,1.98437,-762.336,-9091.52
116,73,-12.4423,2.10877,-762.172,-9091.15
117,73,-12.2532,2.23214,-762.011,-9090.79
118,73,-12.0516,2.35428,-761.85,-9090.42
119,73,-11.838,2.47502,-761.688,-9090.04
120,73,-11.6127,2.59421,-761.52,-9089.67
121,73,-11.376,2.7117,-761.346,-9089.29
122,73,-11.1285,2.82739,-761.162,-9088.9
123,73,-10.8704,2.94119,-760.967,-9088.51
124,73,-10.6025,3.05301,-760.757,-9088.11
125,73,-10.3252,3.16281,-760.532,-9087.7
126,73,-10.039,3.27056,-760.289,-9087.29
127,73,-9.7447,3.37625,-760.027,-9086.86
128,73,-9.4428,3.47988,-759.744,-9086.43
