Phi[deg],Theta[deg],mag(GainTotal)
-13,3,0.00297037
-12,3,0.00297519
-11,3,0.00297994
-10,3,0.00298465
-9,3,0.00298929
-8,3,0.00299387
-7,3,0.0029984
-6,3,0.00300286
-5,3,0.00300726
-4,3,0.0030116
-3,3,0.00301586
-2,3,0.00302007
-1,3,0.0030242
0,3,0.00302826
1,3,0.00303225
2,3,0.00303617
3,3,0.00304001
4,3,0.00304378
5,3,0.00304747
6,3,0.00305108
7,3,0.00305462
8,3,0.00305807
9,3,0.00306145
10,3,0.00306474
11,3,0.00306795
12,3,0.00307107
13,3,0.00307411
14,3,0.00307707
15,3,0.00307993
16,3,0.00308271
17,3,0.0030854
18,3,0.003088
19,3,0.00309051
20,3,0.00309293
21,3,0.00309525
22,3,0.00309749
23,3,0.00309963
24,3,0.00310168
25,3,0.00310363
26,3,0.00310549
27,3,0.00310725
28,3,0.00310892
29,3,0.00311049
30,3,0.00311196
31,3,0.00311334
32,3,0.00311461
33,3,0.0031158
34,3,0.00311688
35,3,0.00311786
36,3,0.00311875
37,3,0.00311953
38,3,0.00312022
39,3,0.00312081
40,3,0.0031213
41,3,0.00312169
42,3,0.00312198
43,3,0.00312217
44,3,0.00312227
45,3,0.00312226
46,3,0.00312216
47,3,0.00312195
48,3,0.00312165
49,3,0.00312125
50,3,0.00312075
51,3,0.00312015
52,3,0.00311946
53,3,0.00311867
54,3,0.00311778
55,3,0.0031168
56,3,0.00311572
57,3,0.00311454
58,3,0.00311327
59,3,0.0031119
60,3,0.00311044
61,3,0.00310889
62,3,0.00310725
63,3,0.00310551
64,3,0.00310368
65,3,0.00310176
66,3,0.00309975
67,3,0.00309765
68,3,0.00309547
69,3,0.00309319
70,3,0.00309083
71,3,0.00308838
72,3,0.00308585
73,3,0.00308323
74,3,0.00308053
75,3,0.00307775
76,3,0.00307488
77,3,0.00307194
78,3,0.00306891
79,3,0.00306581
80,3,0.00306263
81,3,0.00305937
82,3,0.00305604
83,3,0.00305264
84,3,0.00304916
85,3,0.00304561
86,3,0.00304198
87,3,0.00303829
88,3,0.00303453
89,3,0.0030307
90,3,0.00302681
91,3,0.00302285
92,3,0.00301883
93,3,0.00301475
94,3,0.0030106
95,3,0.0030064
96,3,0.00300214
97,3,0.00299782
98,3,0.00299344
99,3,0.00298901
100,3,0.00298453
101,3,0.00297999
102,3,0.00297541
103,3,0.00297077
104,3,0.00296609
105,3,0.00296136
106,3,0.00295659
107,3,0.00295177
108,3,0.00294692
109,3,0.00294202
110,3,0.00293708
111,3,0.0029321
112,3,0.00292709
113,3,0.00292205
114,3,0.00291697
115,3,0.00291186
116,3,0.00290672
117,3,0.00290155
118,3,0.00289635
119,3,0.00289113
120,3,0.00288589
121,3,0.00288062
122,3,0.00287533
123,3,0.00287002
124,3,0.00286469
125,3,0.00285935
126,3,0.00285399
127,3,0.00284861
128,3,0.00284323
129,3,0.00283784
130,3,0.00283243
131,3,0.00282702
132,3,0.0028216
133,3,0.00281618
134,3,0.00281076
135,3,0.00280533
136,3,0.00279991
137,3,0.00279448
138,3,0.00278906
139,3,0.00278365
140,3,0.00277824
141,3,0.00277284
142,3,0.00276745
143,3,0.00276207
144,3,0.0027567
145,3,0.00275135
146,3,0.00274601
147,3,0.00274069
148,3,0.00273539
149,3,0.00273011
150,3,0.00272485
151,3,0.00271962
152,3,0.00271441
153,3,0.00270922
154,3,0.00270406
155,3,0.00269893
156,3,0.00269384
157,3,0.00268877
158,3,0.00268374
159,3,0.00267874
160,3,0.00267378
161,3,0.00266885
162,3,0.00266397
163,3,0.00265913
164,3,0.00265432
165,3,0.00264957
166,3,0.00264485
167,3,0.00264018
168,3,0.00263556
169,3,0.00263099
170,3,0.00262647
171,3,0.002622
172,3,0.00261759
173,3,0.00261322
174,3,0.00260891
175,3,0.00260466
176,3,0.00260047
177,3,0.00259634
178,3,0.00259226
179,3,0.00258825
180,3,0.0025843
-180,4,0.0046827
-179,4,0.00467757
-178,4,0.00467253
-177,4,0.00466757
-176,4,0.00466271
-175,4,0.00465793
-174,4,0.00465324
-173,4,0.00464865
-172,4,0.00464416
-171,4,0.00463976
-170,4,0.00463545
-169,4,0.00463125
-168,4,0.00462715
-167,4,0.00462315
-166,4,0.00461925
-165,4,0.00461545
-164,4,0.00461176
-163,4,0.00460818
-162,4,0.0046047
-161,4,0.00460133
-160,4,0.00459807
-159,4,0.00459492
-158,4,0.00459188
-157,4,0.00458896
-156,4,0.00458615
-155,4,0.00458345
-154,4,0.00458087
-153,4,0.0045784
-152,4,0.00457605
-151,4,0.00457382
-150,4,0.00457171
-149,4,0.00456972
-148,4,0.00456784
-147,4,0.00456609
-146,4,0.00456446
-145,4,0.00456295
-144,4,0.00456156
-143,4,0.00456029
-142,4,0.00455915
-141,4,0.00455814
-140,4,0.00455724
-139,4,0.00455648
-138,4,0.00455583
-137,4,0.00455532
-136,4,0.00455492
-135,4,0.00455466
-134,4,0.00455452
-133,4,0.0045545
-132,4,0.00455462
-131,4,0.00455486
-130,4,0.00455522
-129,4,0.00455572
-128,4,0.00455634
-127,4,0.00455709
-126,4,0.00455796
-125,4,0.00455896
-124,4,0.00456009
-123,4,0.00456134
-122,4,0.00456272
-121,4,0.00456422
-120,4,0.00456586
-119,4,0.00456761
-118,4,0.00456949
-117,4,0.0045715
-116,4,0.00457363
-115,4,0.00457588
-114,4,0.00457825
-113,4,0.00458075
-112,4,0.00458337
-111,4,0.00458611
-110,4,0.00458897
-109,4,0.00459196
-108,4,0.00459506
-107,4,0.00459827
-106,4,0.00460161
-105,4,0.00460506
-104,4,0.00460863
-103,4,0.00461231
-102,4,0.00461611
-101,4,0.00462002
-100,4,0.00462404
-99,4,0.00462817
-98,4,0.00463242
-97,4,0.00463677
-96,4,0.00464122
-95,4,0.00464579
-94,4,0.00465045
-93,4,0.00465523
-92,4,0.0046601
-91,4,0.00466507
-90,4,0.00467015
-89,4,0.00467532
-88,4,0.00468058
-87,4,0.00468595
-86,4,0.0046914
-85,4,0.00469695
-84,4,0.00470259
-83,4,0.00470831
-82,4,0.00471412
-81,4,0.00472002
-80,4,0.004726
-79,4,0.00473207
-78,4,0.00473821
-77,4,0.00474443
-76,4,0.00475072
-75,4,0.00475709
-74,4,0.00476354
-73,4,0.00477005
-72,4,0.00477663
-71,4,0.00478328
-70,4,0.00478999
-69,4,0.00479676
-68,4,0.0048036
-67,4,0.00481049
-66,4,0.00481744
-65,4,0.00482444
-64,4,0.00483149
-63,4,0.00483859
-62,4,0.00484574
-61,4,0.00485294
-60,4,0.00486018
-59,4,0.00486745
-58,4,0.00487477
-57,4,0.00488212
-56,4,0.00488951
-55,4,0.00489692
-54,4,0.00490437
-53,4,0.00491184
-52,4,0.00491934
-51,4,0.00492685
-50,4,0.00493439
-49,4,0.00494194
-48,4,0.00494951
-47,4,0.00495709
-46,4,0.00496468
-45,4,0.00497227
-44,4,0.00497987
-43,4,0.00498748
-42,4,0.00499508
-41,4,0.00500268
-40,4,0.00501027
-39,4,0.00501786
-38,4,0.00502543
-37,4,0.00503299
-36,4,0.00504054
-35,4,0.00504807
-34,4,0.00505558
-33,4,0.00506306
-32,4,0.00507053
-31,4,0.00507796
-30,4,0.00508536
-29,4,0.00509273
-28,4,0.00510007
-27,4,0.00510737
-26,4,0.00511462
-25,4,0.00512184
-24,4,0.00512901
-23,4,0.00513613
-22,4,0.00514321
-21,4,0.00515023
-20,4,0.0051572
-19,4,0.00516411
-18,4,0.00517096
-17,4,0.00517775
-16,4,0.00518448
-15,4,0.00519114
-14,4,0.00519774
-13,4,0.00520426
-12,4,0.00521072
-11,4,0.00521709
-10,4,0.00522339
-9,4,0.00522962
-8,4,0.00523576
-7,4,0.00524182
-6,4,0.00524779
-5,4,0.00525368
-4,4,0.00525947
-3,4,0.00526518
-2,4,0.00527079
-1,4,0.00527631
0,4,0.00528174
1,4,0.00528706
2,4,0.00529229
3,4,0.00529741
4,4,0.00530243
5,4,0.00530735
6,4,0.00531216
7,4,0.00531686
8,4,0.00532145
9,4,0.00532593
10,4,0.00533029
11,4,0.00533455
12,4,0.00533869
13,4,0.00534271
14,4,0.00534661
15,4,0.00535039
16,4,0.00535406
17,4,0.0053576
18,4,0.00536102
19,4,0.00536431
20,4,0.00536748
21,4,0.00537053
22,4,0.00537345
23,4,0.00537624
24,4,0.0053789
25,4,0.00538144
26,4,0.00538384
27,4,0.00538612
28,4,0.00538826
29,4,0.00539027
30,4,0.00539215
31,4,0.0053939
32,4,0.00539551
33,4,0.00539699
34,4,0.00539834
35,4,0.00539955
36,4,0.00540063
37,4,0.00540158
38,4,0.00540239
39,4,0.00540307
40,4,0.00540361
41,4,0.00540402
42,4,0.00540429
43,4,0.00540443
44,4,0.00540443
45,4,0.00540431
46,4,0.00540404
47,4,0.00540365
48,4,0.00540312
49,4,0.00540246
50,4,0.00540166
51,4,0.00540074
52,4,0.00539968
53,4,0.0053985
54,4,0.00539718
55,4,0.00539573
56,4,0.00539416
57,4,0.00539246
58,4,0.00539063
59,4,0.00538867
60,4,0.00538659
61,4,0.00538439
62,4,0.00538206
63,4,0.00537961
64,4,0.00537703
65,4,0.00537434
66,4,0.00537153
67,4,0.0053686
68,4,0.00536555
69,4,0.00536238
70,4,0.0053591
71,4,0.00535571
72,4,0.00535221
73,4,0.00534859
74,4,0.00534486
75,4,0.00534103
76,4,0.00533709
77,4,0.00533304
78,4,0.00532889
79,4,0.00532464
80,4,0.00532029
81,4,0.00531583
82,4,0.00531128
83,4,0.00530663
84,4,0.00530189
85,4,0.00529705
86,4,0.00529212
87,4,0.0052871
88,4,0.00528199
89,4,0.0052768
90,4,0.00527152
91,4,0.00526615
92,4,0.00526071
93,4,0.00525518
94,4,0.00524958
95,4,0.0052439
96,4,0.00523814
97,4,0.00523231
98,4,0.00522641
99,4,0.00522044
100,4,0.0052144
101,4,0.0052083
102,4,0.00520213
103,4,0.0051959
104,4,0.00518961
105,4,0.00518327
106,4,0.00517686
107,4,0.0051704
108,4,0.00516389
109,4,0.00515733
110,4,0.00515071
111,4,0.00514406
112,4,0.00513735
113,4,0.0051306
114,4,0.00512381
115,4,0.00511699
116,4,0.00511012
117,4,0.00510322
118,4,0.00509628
119,4,0.00508932
120,4,0.00508232
121,4,0.0050753
122,4,0.00506825
123,4,0.00506118
124,4,0.00505408
125,4,0.00504697
126,4,0.00503984
127,4,0.00503269
128,4,0.00502553
129,4,0.00501835
130,4,0.00501117
131,4,0.00500398
132,4,0.00499678
133,4,0.00498958
134,4,0.00498238
135,4,0.00497518
136,4,0.00496797
137,4,0.00496078
138,4,0.00495359
139,4,0.00494641
140,4,0.00493923
141,4,0.00493207
142,4,0.00492493
143,4,0.0049178
144,4,0.00491069
145,4,0.00490359
146,4,0.00489652
147,4,0.00488948
148,4,0.00488246
149,4,0.00487546
150,4,0.0048685
151,4,0.00486157
152,4,0.00485467
153,4,0.00484781
154,4,0.00484098
155,4,0.0048342
156,4,0.00482745
157,4,0.00482075
158,4,0.0048141
159,4,0.00480749
160,4,0.00480093
161,4,0.00479441
162,4,0.00478796
163,4,0.00478155
164,4,0.00477521
165,4,0.00476892
166,4,0.00476269
167,4,0.00475652
168,4,0.00475041
169,4,0.00474437
170,4,0.0047384
171,4,0.00473249
172,4,0.00472666
173,4,0.0047209
174,4,0.00471521
175,4,0.00470959
176,4,0.00470405
177,4,0.00469859
178,4,0.00469321
179,4,0.00468792
180,4,0.0046827
-180,5,0.00740226
-179,5,0.00739593
-178,5,0.0073897
-177,5,0.00738358
-176,5,0.00737758
-175,5,0.00737168
-174,5,0.0073659
-173,5,0.00736024
-172,5,0.0073547
-171,5,0.00734927
-170,5,0.00734397
-169,5,0.00733879
-168,5,0.00733374
-167,5,0.00732881
-166,5,0.00732401
-165,5,0.00731934
-164,5,0.0073148
-163,5,0.0073104
-162,5,0.00730612
-161,5,0.00730198
-160,5,0.00729798
-159,5,0.00729412
-158,5,0.00729039
-157,5,0.00728681
-156,5,0.00728336
-155,5,0.00728006
-154,5,0.0072769
-153,5,0.00727388
-152,5,0.00727102
-151,5,0.00726829
-150,5,0.00726572
-149,5,0.00726329
-148,5,0.00726101
-147,5,0.00725889
-146,5,0.00725691
-145,5,0.00725509
-144,5,0.00725341
-143,5,0.00725189
-142,5,0.00725053
-141,5,0.00724932
-140,5,0.00724826
-139,5,0.00724736
-138,5,0.00724661
-137,5,0.00724602
-136,5,0.00724559
-135,5,0.00724531
-134,5,0.00724519
-133,5,0.00724523
-132,5,0.00724543
-131,5,0.00724578
-130,5,0.00724629
-129,5,0.00724696
-128,5,0.00724779
-127,5,0.00724877
-126,5,0.00724991
-125,5,0.00725122
-124,5,0.00725267
-123,5,0.00725429
-122,5,0.00725606
-121,5,0.00725799
-120,5,0.00726008
-119,5,0.00726232
-118,5,0.00726472
-117,5,0.00726727
-116,5,0.00726998
-115,5,0.00727284
-114,5,0.00727586
-113,5,0.00727903
-112,5,0.00728235
-111,5,0.00728582
-110,5,0.00728945
-109,5,0.00729322
-108,5,0.00729714
-107,5,0.00730121
-106,5,0.00730543
-105,5,0.00730979
-104,5,0.0073143
-103,5,0.00731895
-102,5,0.00732375
-101,5,0.00732868
-100,5,0.00733376
-99,5,0.00733897
-98,5,0.00734433
-97,5,0.00734981
-96,5,0.00735544
-95,5,0.00736119
-94,5,0.00736708
-93,5,0.00737309
-92,5,0.00737924
-91,5,0.00738551
-90,5,0.00739191
-89,5,0.00739843
-88,5,0.00740507
-87,5,0.00741183
-86,5,0.0074187
-85,5,0.0074257
-84,5,0.0074328
-83,5,0.00744002
-82,5,0.00744735
-81,5,0.00745478
-80,5,0.00746232
-79,5,0.00746996
-78,5,0.00747771
-77,5,0.00748555
-76,5,0.00749349
-75,5,0.00750152
-74,5,0.00750964
-73,5,0.00751785
-72,5,0.00752615
-71,5,0.00753453
-70,5,0.00754299
-69,5,0.00755153
-68,5,0.00756015
-67,5,0.00756884
-66,5,0.0075776
-65,5,0.00758643
-64,5,0.00759532
-63,5,0.00760428
-62,5,0.00761329
-61,5,0.00762237
-60,5,0.00763149
-59,5,0.00764067
-58,5,0.0076499
-57,5,0.00765917
-56,5,0.00766849
-55,5,0.00767784
-54,5,0.00768723
-53,5,0.00769666
-52,5,0.00770611
-51,5,0.00771559
-50,5,0.0077251
-49,5,0.00773463
-48,5,0.00774417
-47,5,0.00775373
-46,5,0.0077633
-45,5,0.00777289
-44,5,0.00778247
-43,5,0.00779206
-42,5,0.00780165
-41,5,0.00781123
-40,5,0.00782081
-39,5,0.00783038
-38,5,0.00783993
-37,5,0.00784947
-36,5,0.00785899
-35,5,0.00786849
-34,5,0.00787795
-33,5,0.00788739
-32,5,0.0078968
-31,5,0.00790617
-30,5,0.00791551
-29,5,0.0079248
-28,5,0.00793404
-27,5,0.00794324
-26,5,0.00795239
-25,5,0.00796148
-24,5,0.00797051
-23,5,0.00797949
-22,5,0.0079884
-21,5,0.00799724
-20,5,0.00800602
-19,5,0.00801472
-18,5,0.00802334
-17,5,0.00803189
-16,5,0.00804036
-15,5,0.00804874
-14,5,0.00805703
-13,5,0.00806523
-12,5,0.00807334
-11,5,0.00808136
-10,5,0.00808927
-9,5,0.00809709
-8,5,0.0081048
-7,5,0.0081124
-6,5,0.0081199
-5,5,0.00812728
-4,5,0.00813455
-3,5,0.0081417
-2,5,0.00814873
-1,5,0.00815564
0,5,0.00816243
1,5,0.00816909
2,5,0.00817562
3,5,0.00818202
4,5,0.00818829
5,5,0.00819442
6,5,0.00820041
7,5,0.00820627
8,5,0.00821198
9,5,0.00821755
10,5,0.00822298
11,5,0.00822826
12,5,0.00823339
13,5,0.00823836
14,5,0.00824319
15,5,0.00824787
16,5,0.00825239
17,5,0.00825675
18,5,0.00826095
19,5,0.008265
20,5,0.00826889
21,5,0.00827261
22,5,0.00827617
23,5,0.00827957
24,5,0.0082828
25,5,0.00828587
26,5,0.00828877
27,5,0.0082915
28,5,0.00829407
29,5,0.00829647
30,5,0.00829869
31,5,0.00830075
32,5,0.00830264
33,5,0.00830436
34,5,0.0083059
35,5,0.00830728
36,5,0.00830848
37,5,0.00830951
38,5,0.00831037
39,5,0.00831106
40,5,0.00831158
41,5,0.00831192
42,5,0.0083121
43,5,0.0083121
44,5,0.00831193
45,5,0.0083116
46,5,0.00831109
47,5,0.00831042
48,5,0.00830957
49,5,0.00830856
50,5,0.00830738
51,5,0.00830603
52,5,0.00830452
53,5,0.00830285
54,5,0.00830101
55,5,0.00829901
56,5,0.00829684
57,5,0.00829452
58,5,0.00829203
59,5,0.00828939
60,5,0.00828659
61,5,0.00828363
62,5,0.00828052
63,5,0.00827726
64,5,0.00827385
65,5,0.00827028
66,5,0.00826657
67,5,0.00826271
68,5,0.0082587
69,5,0.00825455
70,5,0.00825026
71,5,0.00824583
72,5,0.00824126
73,5,0.00823655
74,5,0.0082317
75,5,0.00822673
76,5,0.00822162
77,5,0.00821638
78,5,0.00821102
79,5,0.00820553
80,5,0.00819991
81,5,0.00819418
82,5,0.00818832
83,5,0.00818235
84,5,0.00817626
85,5,0.00817006
86,5,0.00816374
87,5,0.00815732
88,5,0.00815079
89,5,0.00814415
90,5,0.00813742
91,5,0.00813058
92,5,0.00812364
93,5,0.00811661
94,5,0.00810948
95,5,0.00810226
96,5,0.00809496
97,5,0.00808756
98,5,0.00808008
99,5,0.00807252
100,5,0.00806488
101,5,0.00805715
102,5,0.00804936
103,5,0.00804149
104,5,0.00803355
105,5,0.00802554
106,5,0.00801746
107,5,0.00800932
108,5,0.00800112
109,5,0.00799286
110,5,0.00798454
111,5,0.00797616
112,5,0.00796774
113,5,0.00795926
114,5,0.00795074
115,5,0.00794217
116,5,0.00793356
117,5,0.00792491
118,5,0.00791622
119,5,0.00790749
120,5,0.00789873
121,5,0.00788994
122,5,0.00788112
123,5,0.00787228
124,5,0.00786341
125,5,0.00785452
126,5,0.00784561
127,5,0.00783668
128,5,0.00782774
129,5,0.00781879
130,5,0.00780983
131,5,0.00780086
132,5,0.00779189
133,5,0.00778291
134,5,0.00777394
135,5,0.00776497
136,5,0.007756
137,5,0.00774704
138,5,0.00773809
139,5,0.00772916
140,5,0.00772023
141,5,0.00771133
142,5,0.00770244
143,5,0.00769358
144,5,0.00768474
145,5,0.00767593
146,5,0.00766714
147,5,0.00765839
148,5,0.00764967
149,5,0.00764099
150,5,0.00763234
151,5,0.00762374
152,5,0.00761518
153,5,0.00760666
154,5,0.0075982
155,5,0.00758978
156,5,0.00758142
157,5,0.00757311
158,5,0.00756486
159,5,0.00755666
160,5,0.00754853
161,5,0.00754047
162,5,0.00753247
163,5,0.00752453
164,5,0.00751667
165,5,0.00750889
166,5,0.00750117
167,5,0.00749354
168,5,0.00748598
169,5,0.0074785
170,5,0.00747111
171,5,0.00746381
172,5,0.00745659
173,5,0.00744946
174,5,0.00744243
175,5,0.00743549
176,5,0.00742864
177,5,0.0074219
178,5,0.00741525
179,5,0.0074087
180,5,0.00740226
-180,6,0.0107441
-179,6,0.0107366
-178,6,0.0107292
-177,6,0.010722
-176,6,0.0107149
-175,6,0.0107079
-174,6,0.0107011
-173,6,0.0106944
-172,6,0.0106879
-171,6,0.0106815
-170,6,0.0106752
-169,6,0.0106691
-168,6,0.0106632
-167,6,0.0106574
-166,6,0.0106517
-165,6,0.0106463
-164,6,0.0106409
-163,6,0.0106358
-162,6,0.0106307
-161,6,0.0106259
-160,6,0.0106212
-159,6,0.0106167
-158,6,0.0106123
-157,6,0.0106081
-156,6,0.0106041
-155,6,0.0106003
-154,6,0.0105966
-153,6,0.0105931
-152,6,0.0105897
-151,6,0.0105866
-150,6,0.0105836
-149,6,0.0105808
-148,6,0.0105782
-147,6,0.0105757
-146,6,0.0105735
-145,6,0.0105714
-144,6,0.0105695
-143,6,0.0105678
-142,6,0.0105662
-141,6,0.0105649
-140,6,0.0105637
-139,6,0.0105627
-138,6,0.010562
-137,6,0.0105613
-136,6,0.0105609
-135,6,0.0105607
-134,6,0.0105606
-133,6,0.0105608
-132,6,0.0105611
-131,6,0.0105616
-130,6,0.0105623
-129,6,0.0105632
-128,6,0.0105643
-127,6,0.0105656
-126,6,0.0105671
-125,6,0.0105687
-124,6,0.0105706
-123,6,0.0105726
-122,6,0.0105748
-121,6,0.0105772
-120,6,0.0105798
-119,6,0.0105826
-118,6,0.0105855
-117,6,0.0105887
-116,6,0.010592
-115,6,0.0105955
-114,6,0.0105992
-113,6,0.0106031
-112,6,0.0106072
-111,6,0.0106114
-110,6,0.0106159
-109,6,0.0106205
-108,6,0.0106253
-107,6,0.0106302
-106,6,0.0106354
-105,6,0.0106407
-104,6,0.0106462
-103,6,0.0106518
-102,6,0.0106577
-101,6,0.0106637
-100,6,0.0106698
-99,6,0.0106762
-98,6,0.0106827
-97,6,0.0106893
-96,6,0.0106962
-95,6,0.0107032
-94,6,0.0107103
-93,6,0.0107176
-92,6,0.0107251
-91,6,0.0107327
-90,6,0.0107404
-89,6,0.0107483
-88,6,0.0107564
-87,6,0.0107646
-86,6,0.0107729
-85,6,0.0107814
-84,6,0.01079
-83,6,0.0107988
-82,6,0.0108077
-81,6,0.0108167
-80,6,0.0108258
-79,6,0.0108351
-78,6,0.0108445
-77,6,0.010854
-76,6,0.0108636
-75,6,0.0108733
-74,6,0.0108831
-73,6,0.0108931
-72,6,0.0109031
-71,6,0.0109133
-70,6,0.0109236
-69,6,0.0109339
-68,6,0.0109443
-67,6,0.0109549
-66,6,0.0109655
-65,6,0.0109762
-64,6,0.010987
-63,6,0.0109978
-62,6,0.0110087
-61,6,0.0110197
-60,6,0.0110308
-59,6,0.0110419
-58,6,0.0110531
-57,6,0.0110643
-56,6,0.0110756
-55,6,0.0110869
-54,6,0.0110983
-53,6,0.0111097
-52,6,0.0111212
-51,6,0.0111327
-50,6,0.0111442
-49,6,0.0111557
-48,6,0.0111673
-47,6,0.0111789
-46,6,0.0111905
-45,6,0.0112021
-44,6,0.0112137
-43,6,0.0112253
-42,6,0.0112369
-41,6,0.0112485
-40,6,0.0112602
-39,6,0.0112717
-38,6,0.0112833
-37,6,0.0112949
-36,6,0.0113064
-35,6,0.0113179
-34,6,0.0113294
-33,6,0.0113408
-32,6,0.0113522
-31,6,0.0113635
-30,6,0.0113748
-29,6,0.0113861
-28,6,0.0113973
-27,6,0.0114084
-26,6,0.0114194
-25,6,0.0114305
-24,6,0.0114414
-23,6,0.0114522
-22,6,0.011463
-21,6,0.0114737
-20,6,0.0114843
-19,6,0.0114948
-18,6,0.0115053
-17,6,0.0115156
-16,6,0.0115258
-15,6,0.0115359
-14,6,0.0115459
-13,6,0.0115558
-12,6,0.0115656
-11,6,0.0115753
-10,6,0.0115849
-9,6,0.0115943
-8,6,0.0116036
-7,6,0.0116127
-6,6,0.0116218
-5,6,0.0116306
-4,6,0.0116394
-3,6,0.011648
-2,6,0.0116565
-1,6,0.0116648
0,6,0.0116729
1,6,0.0116809
2,6,0.0116887
3,6,0.0116964
4,6,0.0117039
5,6,0.0117113
6,6,0.0117184
7,6,0.0117254
8,6,0.0117322
9,6,0.0117389
10,6,0.0117453
11,6,0.0117516
12,6,0.0117577
13,6,0.0117636
14,6,0.0117694
15,6,0.0117749
16,6,0.0117802
17,6,0.0117854
18,6,0.0117903
19,6,0.0117951
20,6,0.0117997
21,6,0.011804
22,6,0.0118082
23,6,0.0118121
24,6,0.0118159
25,6,0.0118194
26,6,0.0118228
27,6,0.0118259
28,6,0.0118288
29,6,0.0118315
30,6,0.0118341
31,6,0.0118363
32,6,0.0118384
33,6,0.0118403
34,6,0.011842
35,6,0.0118434
36,6,0.0118447
37,6,0.0118457
38,6,0.0118465
39,6,0.0118472
40,6,0.0118476
41,6,0.0118478
42,6,0.0118477
43,6,0.0118475
44,6,0.0118471
45,6,0.0118464
46,6,0.0118456
47,6,0.0118445
48,6,0.0118433
49,6,0.0118418
50,6,0.0118401
51,6,0.0118382
52,6,0.0118362
53,6,0.0118339
54,6,0.0118314
55,6,0.0118287
56,6,0.0118259
57,6,0.0118228
58,6,0.0118196
59,6,0.0118161
60,6,0.0118125
61,6,0.0118087
62,6,0.0118047
63,6,0.0118005
64,6,0.0117961
65,6,0.0117915
66,6,0.0117868
67,6,0.0117819
68,6,0.0117768
69,6,0.0117716
70,6,0.0117661
71,6,0.0117606
72,6,0.0117548
73,6,0.0117489
74,6,0.0117428
75,6,0.0117366
76,6,0.0117302
77,6,0.0117237
78,6,0.011717
79,6,0.0117102
80,6,0.0117032
81,6,0.0116961
82,6,0.0116888
83,6,0.0116814
84,6,0.0116739
85,6,0.0116662
86,6,0.0116584
87,6,0.0116505
88,6,0.0116424
89,6,0.0116343
90,6,0.011626
91,6,0.0116176
92,6,0.0116091
93,6,0.0116005
94,6,0.0115917
95,6,0.0115829
96,6,0.011574
97,6,0.0115649
98,6,0.0115558
99,6,0.0115466
100,6,0.0115373
101,6,0.0115279
102,6,0.0115184
103,6,0.0115088
104,6,0.0114992
105,6,0.0114894
106,6,0.0114796
107,6,0.0114698
108,6,0.0114598
109,6,0.0114498
110,6,0.0114398
111,6,0.0114296
112,6,0.0114194
113,6,0.0114092
114,6,0.0113989
115,6,0.0113886
116,6,0.0113782
117,6,0.0113678
118,6,0.0113573
119,6,0.0113468
120,6,0.0113362
121,6,0.0113257
122,6,0.011315
123,6,0.0113044
124,6,0.0112938
125,6,0.0112831
126,6,0.0112724
127,6,0.0112617
128,6,0.0112509
129,6,0.0112402
130,6,0.0112295
131,6,0.0112187
132,6,0.011208
133,6,0.0111972
134,6,0.0111865
135,6,0.0111757
136,6,0.011165
137,6,0.0111543
138,6,0.0111436
139,6,0.0111329
140,6,0.0111222
141,6,0.0111116
142,6,0.011101
143,6,0.0110904
144,6,0.0110798
145,6,0.0110693
146,6,0.0110588
147,6,0.0110484
148,6,0.011038
149,6,0.0110277
150,6,0.0110173
151,6,0.0110071
152,6,0.0109969
153,6,0.0109868
154,6,0.0109767
155,6,0.0109667
156,6,0.0109567
157,6,0.0109468
158,6,0.010937
