Phi[deg],Theta[deg],mag(GainTotal)
-178,110,1.39213
-177,110,1.39225
-176,110,1.39236
-175,110,1.39246
-174,110,1.39255
-173,110,1.39264
-172,110,1.39271
-171,110,1.39277
-170,110,1.39282
-169,110,1.39286
-168,110,1.39288
-167,110,1.39289
-166,110,1.3929
-165,110,1.39288
-164,110,1.39286
-163,110,1.39282
-162,110,1.39277
-161,110,1.3927
-160,110,1.39262
-159,110,1.39253
-158,110,1.39242
-157,110,1.3923
-156,110,1.39216
-155,110,1.39201
-154,110,1.39184
-153,110,1.39166
-152,110,1.39146
-151,110,1.39125
-150,110,1.39102
-149,110,1.39078
-148,110,1.39053
-147,110,1.39026
-146,110,1.38997
-145,110,1.38968
-144,110,1.38937
-143,110,1.38905
-142,110,1.38871
-141,110,1.38837
-140,110,1.38801
-139,110,1.38764
-138,110,1.38727
-137,110,1.38688
-136,110,1.38649
-135,110,1.38608
-134,110,1.38567
-133,110,1.38525
-132,110,1.38483
-131,110,1.38441
-130,110,1.38397
-129,110,1.38354
-128,110,1.3831
-127,110,1.38266
-126,110,1.38223
-125,110,1.38179
-124,110,1.38135
-123,110,1.38092
-122,110,1.38048
-121,110,1.38005
-120,110,1.37963
-119,110,1.37921
-118,110,1.3788
-117,110,1.37839
-116,110,1.378
-115,110,1.37761
-114,110,1.37722
-113,110,1.37685
-112,110,1.37649
-111,110,1.37614
-110,110,1.3758
-109,110,1.37547
-108,110,1.37515
-107,110,1.37485
-106,110,1.37456
-105,110,1.37428
-104,110,1.37401
-103,110,1.37375
-102,110,1.37351
-101,110,1.37328
-100,110,1.37307
-99,110,1.37287
-98,110,1.37268
-97,110,1.3725
-96,110,1.37233
-95,110,1.37218
-94,110,1.37204
-93,110,1.37191
-92,110,1.37179
-91,110,1.37169
-90,110,1.37159
-89,110,1.3715
-88,110,1.37143
-87,110,1.37136
-86,110,1.3713
-85,110,1.37125
-84,110,1.37121
-83,110,1.37117
-82,110,1.37115
-81,110,1.37112
-80,110,1.37111
-79,110,1.3711
-78,110,1.37109
-77,110,1.37109
-76,110,1.37109
-75,110,1.37109
-74,110,1.3711
-73,110,1.37111
-72,110,1.37112
-71,110,1.37113
-70,110,1.37114
-69,110,1.37116
-68,110,1.37117
-67,110,1.37118
-66,110,1.37119
-65,110,1.3712
-64,110,1.37121
-63,110,1.37122
-62,110,1.37122
-61,110,1.37122
-60,110,1.37122
-59,110,1.37121
-58,110,1.3712
-57,110,1.37119
-56,110,1.37117
-55,110,1.37115
-54,110,1.37113
-53,110,1.3711
-52,110,1.37107
-51,110,1.37103
-50,110,1.37099
-49,110,1.37095
-48,110,1.3709
-47,110,1.37085
-46,110,1.37079
-45,110,1.37073
-44,110,1.37066
-43,110,1.3706
-42,110,1.37052
-41,110,1.37045
-40,110,1.37037
-39,110,1.37029
-38,110,1.3702
-37,110,1.37011
-36,110,1.37002
-35,110,1.36993
-34,110,1.36983
-33,110,1.36974
-32,110,1.36964
-31,110,1.36954
-30,110,1.36944
-29,110,1.36934
-28,110,1.36924
-27,110,1.36914
-26,110,1.36904
-25,110,1.36894
-24,110,1.36884
-23,110,1.36874
-22,110,1.36865
-21,110,1.36855
-20,110,1.36846
-19,110,1.36837
-18,110,1.36829
-17,110,1.3682
-16,110,1.36813
-15,110,1.36805
-14,110,1.36798
-13,110,1.36791
-12,110,1.36785
-11,110,1.36779
-10,110,1.36774
-9,110,1.36769
-8,110,1.36765
-7,110,1.36762
-6,110,1.36759
-5,110,1.36756
-4,110,1.36755
-3,110,1.36754
-2,110,1.36754
-1,110,1.36754
0,110,1.36755
1,110,1.36757
2,110,1.3676
3,110,1.36763
4,110,1.36767
5,110,1.36772
6,110,1.36778
7,110,1.36784
8,110,1.36792
9,110,1.36799
10,110,1.36808
11,110,1.36818
12,110,1.36828
13,110,1.36839
14,110,1.3685
15,110,1.36862
16,110,1.36875
17,110,1.36889
18,110,1.36903
19,110,1.36917
20,110,1.36932
21,110,1.36948
22,110,1.36964
23,110,1.36981
24,110,1.36998
25,110,1.37015
26,110,1.37032
27,110,1.3705
28,110,1.37068
29,110,1.37086
30,110,1.37105
31,110,1.37123
32,110,1.37141
33,110,1.37159
34,110,1.37178
35,110,1.37196
36,110,1.37213
37,110,1.37231
38,110,1.37248
39,110,1.37265
40,110,1.37282
41,110,1.37298
42,110,1.37313
43,110,1.37328
44,110,1.37343
45,110,1.37357
46,110,1.3737
47,110,1.37383
48,110,1.37395
49,110,1.37406
50,110,1.37417
51,110,1.37427
52,110,1.37436
53,110,1.37445
54,110,1.37452
55,110,1.37459
56,110,1.37466
57,110,1.37471
58,110,1.37476
59,110,1.3748
60,110,1.37483
61,110,1.37486
62,110,1.37488
63,110,1.3749
64,110,1.3749
65,110,1.37491
66,110,1.37491
67,110,1.3749
68,110,1.37489
69,110,1.37487
70,110,1.37485
71,110,1.37483
72,110,1.37481
73,110,1.37478
74,110,1.37475
75,110,1.37472
76,110,1.37469
77,110,1.37466
78,110,1.37463
79,110,1.3746
80,110,1.37457
81,110,1.37454
82,110,1.37452
83,110,1.3745
84,110,1.37448
85,110,1.37446
86,110,1.37445
87,110,1.37444
88,110,1.37443
89,110,1.37443
90,110,1.37444
91,110,1.37445
92,110,1.37447
93,110,1.37449
94,110,1.37452
95,110,1.37455
96,110,1.3746
97,110,1.37465
98,110,1.3747
99,110,1.37477
100,110,1.37484
101,110,1.37491
102,110,1.375
103,110,1.37509
104,110,1.37519
105,110,1.3753
106,110,1.37541
107,110,1.37554
108,110,1.37567
109,110,1.3758
110,110,1.37595
111,110,1.3761
112,110,1.37625
113,110,1.37642
114,110,1.37659
115,110,1.37677
116,110,1.37695
117,110,1.37714
118,110,1.37733
119,110,1.37753
120,110,1.37774
121,110,1.37795
122,110,1.37817
123,110,1.37839
124,110,1.37861
125,110,1.37884
126,110,1.37907
127,110,1.37931
128,110,1.37955
129,110,1.37979
130,110,1.38004
131,110,1.38029
132,110,1.38054
133,110,1.38079
134,110,1.38105
135,110,1.38131
136,110,1.38156
137,110,1.38183
138,110,1.38209
139,110,1.38235
140,110,1.38261
141,110,1.38288
142,110,1.38314
143,110,1.38341
144,110,1.38367
145,110,1.38394
146,110,1.3842
147,110,1.38447
148,110,1.38473
149,110,1.385
150,110,1.38526
151,110,1.38552
152,110,1.38578
153,110,1.38604
154,110,1.3863
155,110,1.38656
156,110,1.38681
157,110,1.38707
158,110,1.38732
159,110,1.38756
160,110,1.38781
161,110,1.38805
162,110,1.38829
163,110,1.38853
164,110,1.38877
165,110,1.389
166,110,1.38922
167,110,1.38945
168,110,1.38967
169,110,1.38988
170,110,1.39009
171,110,1.39029
172,110,1.39049
173,110,1.39069
174,110,1.39087
175,110,1.39106
176,110,1.39123
177,110,1.3914
178,110,1.39156
179,110,1.39171
180,110,1.39186
-180,111,1.36834
-179,111,1.36848
-178,111,1.3686
-177,111,1.36872
-176,111,1.36883
-175,111,1.36893
-174,111,1.36902
-173,111,1.3691
-172,111,1.36916
-171,111,1.36922
-170,111,1.36926
-169,111,1.3693
-168,111,1.36932
-167,111,1.36933
-166,111,1.36932
-165,111,1.36931
-164,111,1.36928
-163,111,1.36923
-162,111,1.36918
-161,111,1.3691
-160,111,1.36902
-159,111,1.36892
-158,111,1.36881
-157,111,1.36868
-156,111,1.36854
-155,111,1.36838
-154,111,1.36821
-153,111,1.36802
-152,111,1.36782
-151,111,1.3676
-150,111,1.36737
-149,111,1.36713
-148,111,1.36687
-147,111,1.3666
-146,111,1.36631
-145,111,1.36601
-144,111,1.3657
-143,111,1.36538
-142,111,1.36504
-141,111,1.36469
-140,111,1.36434
-139,111,1.36397
-138,111,1.36359
-137,111,1.3632
-136,111,1.3628
-135,111,1.3624
-134,111,1.36199
-133,111,1.36157
-132,111,1.36115
-131,111,1.36072
-130,111,1.36029
-129,111,1.35985
-128,111,1.35942
-127,111,1.35898
-126,111,1.35854
-125,111,1.3581
-124,111,1.35766
-123,111,1.35723
-122,111,1.35679
-121,111,1.35636
-120,111,1.35594
-119,111,1.35552
-118,111,1.35511
-117,111,1.3547
-116,111,1.3543
-115,111,1.35391
-114,111,1.35352
-113,111,1.35315
-112,111,1.35278
-111,111,1.35243
-110,111,1.35209
-109,111,1.35175
-108,111,1.35143
-107,111,1.35112
-106,111,1.35083
-105,111,1.35054
-104,111,1.35027
-103,111,1.35001
-102,111,1.34976
-101,111,1.34952
-100,111,1.3493
-99,111,1.34909
-98,111,1.34889
-97,111,1.34871
-96,111,1.34853
-95,111,1.34837
-94,111,1.34822
-93,111,1.34808
-92,111,1.34796
-91,111,1.34784
-90,111,1.34773
-89,111,1.34764
-88,111,1.34755
-87,111,1.34747
-86,111,1.3474
-85,111,1.34734
-84,111,1.34728
-83,111,1.34724
-82,111,1.3472
-81,111,1.34716
-80,111,1.34713
-79,111,1.34711
-78,111,1.34709
-77,111,1.34708
-76,111,1.34706
-75,111,1.34706
-74,111,1.34705
-73,111,1.34705
-72,111,1.34704
-71,111,1.34704
-70,111,1.34704
-69,111,1.34704
-68,111,1.34704
-67,111,1.34704
-66,111,1.34704
-65,111,1.34704
-64,111,1.34703
-63,111,1.34703
-62,111,1.34702
-61,111,1.34701
-60,111,1.347
-59,111,1.34698
-58,111,1.34696
-57,111,1.34694
-56,111,1.34691
-55,111,1.34689
-54,111,1.34685
-53,111,1.34682
-52,111,1.34678
-51,111,1.34673
-50,111,1.34669
-49,111,1.34664
-48,111,1.34658
-47,111,1.34652
-46,111,1.34646
-45,111,1.3464
-44,111,1.34633
-43,111,1.34626
-42,111,1.34618
-41,111,1.3461
-40,111,1.34602
-39,111,1.34594
-38,111,1.34585
-37,111,1.34577
-36,111,1.34568
-35,111,1.34558
-34,111,1.34549
-33,111,1.3454
-32,111,1.3453
-31,111,1.3452
-30,111,1.34511
-29,111,1.34501
-28,111,1.34491
-27,111,1.34481
-26,111,1.34472
-25,111,1.34462
-24,111,1.34453
-23,111,1.34443
-22,111,1.34434
-21,111,1.34425
-20,111,1.34417
-19,111,1.34408
-18,111,1.344
-17,111,1.34392
-16,111,1.34385
-15,111,1.34378
-14,111,1.34371
-13,111,1.34365
-12,111,1.34359
-11,111,1.34354
-10,111,1.34349
-9,111,1.34344
-8,111,1.34341
-7,111,1.34338
-6,111,1.34335
-5,111,1.34333
-4,111,1.34332
-3,111,1.34331
-2,111,1.34331
-1,111,1.34332
0,111,1.34333
1,111,1.34335
2,111,1.34338
3,111,1.34342
4,111,1.34346
5,111,1.34351
6,111,1.34357
7,111,1.34363
8,111,1.3437
9,111,1.34378
10,111,1.34387
11,111,1.34397
12,111,1.34407
13,111,1.34417
14,111,1.34429
15,111,1.34441
16,111,1.34454
17,111,1.34467
18,111,1.34481
19,111,1.34496
20,111,1.34511
21,111,1.34526
22,111,1.34542
23,111,1.34559
24,111,1.34576
25,111,1.34593
26,111,1.3461
27,111,1.34628
28,111,1.34646
29,111,1.34664
30,111,1.34683
31,111,1.34701
32,111,1.34719
33,111,1.34738
34,111,1.34756
35,111,1.34774
36,111,1.34792
37,111,1.3481
38,111,1.34827
39,111,1.34844
40,111,1.34861
41,111,1.34878
42,111,1.34894
43,111,1.34909
44,111,1.34924
45,111,1.34939
46,111,1.34953
47,111,1.34966
48,111,1.34979
49,111,1.34991
50,111,1.35002
51,111,1.35013
52,111,1.35023
53,111,1.35033
54,111,1.35041
55,111,1.35049
56,111,1.35056
57,111,1.35063
58,111,1.35069
59,111,1.35074
60,111,1.35078
61,111,1.35082
62,111,1.35086
63,111,1.35088
64,111,1.3509
65,111,1.35092
66,111,1.35093
67,111,1.35093
68,111,1.35094
69,111,1.35093
70,111,1.35093
71,111,1.35092
72,111,1.35091
73,111,1.35089
74,111,1.35088
75,111,1.35086
76,111,1.35084
77,111,1.35082
78,111,1.3508
79,111,1.35078
80,111,1.35077
81,111,1.35075
82,111,1.35074
83,111,1.35072
84,111,1.35071
85,111,1.35071
86,111,1.3507
87,111,1.3507
88,111,1.35071
89,111,1.35072
90,111,1.35073
91,111,1.35075
92,111,1.35077
93,111,1.3508
94,111,1.35084
95,111,1.35088
96,111,1.35092
97,111,1.35098
98,111,1.35104
99,111,1.35111
100,111,1.35118
101,111,1.35126
102,111,1.35135
103,111,1.35144
104,111,1.35155
105,111,1.35165
106,111,1.35177
107,111,1.35189
108,111,1.35202
109,111,1.35216
110,111,1.35231
111,111,1.35246
112,111,1.35261
113,111,1.35278
114,111,1.35295
115,111,1.35312
116,111,1.35331
117,111,1.3535
118,111,1.35369
119,111,1.35389
120,111,1.3541
121,111,1.35431
122,111,1.35452
123,111,1.35474
124,111,1.35497
125,111,1.3552
126,111,1.35543
127,111,1.35567
128,111,1.35591
129,111,1.35615
130,111,1.3564
131,111,1.35665
132,111,1.3569
133,111,1.35716
134,111,1.35741
135,111,1.35767
136,111,1.35793
137,111,1.3582
138,111,1.35846
139,111,1.35873
140,111,1.359
141,111,1.35926
142,111,1.35953
143,111,1.3598
144,111,1.36007
145,111,1.36034
146,111,1.36061
147,111,1.36088
148,111,1.36115
149,111,1.36142
150,111,1.36168
151,111,1.36195
152,111,1.36221
153,111,1.36248
154,111,1.36274
155,111,1.363
156,111,1.36326
157,111,1.36352
158,111,1.36377
159,111,1.36403
160,111,1.36428
161,111,1.36452
162,111,1.36477
163,111,1.36501
164,111,1.36524
165,111,1.36548
166,111,1.36571
167,111,1.36593
168,111,1.36615
169,111,1.36637
170,111,1.36658
171,111,1.36678
172,111,1.36698
173,111,1.36718
174,111,1.36736
175,111,1.36755
176,111,1.36772
177,111,1.36789
178,111,1.36805
179,111,1.3682
180,111,1.36834
-180,112,1.34399
-179,112,1.34413
-178,112,1.34425
-177,112,1.34436
-176,112,1.34447
-175,112,1.34456
-174,112,1.34465
-173,112,1.34472
-172,112,1.34479
-171,112,1.34484
-170,112,1.34488
-169,112,1.34491
-168,112,1.34493
-167,112,1.34493
-166,112,1.34492
-165,112,1.3449
-164,112,1.34487
-163,112,1.34482
-162,112,1.34476
-161,112,1.34468
-160,112,1.34459
-159,112,1.34449
-158,112,1.34437
-157,112,1.34424
-156,112,1.34409
-155,112,1.34393
-154,112,1.34375
-153,112,1.34356
-152,112,1.34336
-151,112,1.34314
-150,112,1.34291
-149,112,1.34266
-148,112,1.3424
-147,112,1.34212
-146,112,1.34184
-145,112,1.34153
-144,112,1.34122
-143,112,1.3409
-142,112,1.34056
-141,112,1.34021
-140,112,1.33985
-139,112,1.33948
-138,112,1.3391
-137,112,1.33871
-136,112,1.33832
-135,112,1.33791
-134,112,1.3375
-133,112,1.33708
-132,112,1.33666
-131,112,1.33623
-130,112,1.3358
-129,112,1.33537
-128,112,1.33493
-127,112,1.33449
-126,112,1.33406
-125,112,1.33362
-124,112,1.33318
-123,112,1.33275
-122,112,1.33231
-121,112,1.33188
-120,112,1.33146
-119,112,1.33104
-118,112,1.33062
-117,112,1.33022
-116,112,1.32982
-115,112,1.32942
-114,112,1.32904
-113,112,1.32866
-112,112,1.3283
-111,112,1.32794
-110,112,1.32759
-109,112,1.32726
-108,112,1.32693
-107,112,1.32662
-106,112,1.32632
-105,112,1.32603
-104,112,1.32575
-103,112,1.32548
-102,112,1.32523
-101,112,1.32499
-100,112,1.32476
-99,112,1.32454
-98,112,1.32433
-97,112,1.32414
-96,112,1.32396
-95,112,1.32379
-94,112,1.32363
-93,112,1.32348
-92,112,1.32335
-91,112,1.32322
-90,112,1.3231
-89,112,1.323
-88,112,1.3229
-87,112,1.32281
-86,112,1.32273
-85,112,1.32265
-84,112,1.32259
-83,112,1.32253
-82,112,1.32248
-81,112,1.32243
-80,112,1.32239
-79,112,1.32235
-78,112,1.32232
-77,112,1.3223
-76,112,1.32227
-75,112,1.32225
-74,112,1.32223
-73,112,1.32221
-72,112,1.3222
-71,112,1.32219
-70,112,1.32217
-69,112,1.32216
-68,112,1.32215
-67,112,1.32214
-66,112,1.32212
-65,112,1.32211
-64,112,1.32209
-63,112,1.32208
-62,112,1.32206
-61,112,1.32204
-60,112,1.32201
-59,112,1.32199
-58,112,1.32196
-57,112,1.32193
-56,112,1.32189
-55,112,1.32186
-54,112,1.32182
-53,112,1.32177
-52,112,1.32173
-51,112,1.32168
-50,112,1.32162
-49,112,1.32157
-48,112,1.32151
-47,112,1.32145
-46,112,1.32138
-45,112,1.32131
-44,112,1.32124
-43,112,1.32116
-42,112,1.32109
-41,112,1.32101
-40,112,1.32093
-39,112,1.32084
-38,112,1.32076
-37,112,1.32067
-36,112,1.32058
-35,112,1.32049
-34,112,1.3204
-33,112,1.3203
-32,112,1.32021
-31,112,1.32011
-30,112,1.32002
-29,112,1.31993
-28,112,1.31983
-27,112,1.31974
-26,112,1.31965
-25,112,1.31955
-24,112,1.31946
-23,112,1.31938
-22,112,1.31929
-21,112,1.3192
-20,112,1.31912
-19,112,1.31904
-18,112,1.31897
-17,112,1.31889
-16,112,1.31882
-15,112,1.31876
-14,112,1.31869
-13,112,1.31864
-12,112,1.31858
-11,112,1.31853
-10,112,1.31849
-9,112,1.31845
-8,112,1.31842
-7,112,1.31839
-6,112,1.31837
-5,112,1.31835
-4,112,1.31834
-3,112,1.31834
-2,112,1.31834
-1,112,1.31835
0,112,1.31837
1,112,1.31839
2,112,1.31842
3,112,1.31846
4,112,1.3185
5,112,1.31855
6,112,1.31861
7,112,1.31868
8,112,1.31875
9,112,1.31883
10,112,1.31892
11,112,1.31901
12,112,1.31911
13,112,1.31922
14,112,1.31933
15,112,1.31945
16,112,1.31958
17,112,1.31971
18,112,1.31985
19,112,1.31999
20,112,1.32014
21,112,1.3203
22,112,1.32046
23,112,1.32062
24,112,1.32079
25,112,1.32096
26,112,1.32113
27,112,1.32131
28,112,1.32149
29,112,1.32167
30,112,1.32185
31,112,1.32204
32,112,1.32222
33,112,1.3224
34,112,1.32259
35,112,1.32277
36,112,1.32295
37,112,1.32313
38,112,1.32331
39,112,1.32348
40,112,1.32365
41,112,1.32382
42,112,1.32398
43,112,1.32414
44,112,1.3243
45,112,1.32445
46,112,1.32459
47,112,1.32473
48,112,1.32486
49,112,1.32499
50,112,1.32511
51,112,1.32523
52,112,1.32533
53,112,1.32544
54,112,1.32553
55,112,1.32562
56,112,1.3257
57,112,1.32577
58,112,1.32584
59,112,1.32591
60,112,1.32596
61,112,1.32601
62,112,1.32605
63,112,1.32609
64,112,1.32612
65,112,1.32615
66,112,1.32617
67,112,1.32619
68,112,1.3262
69,112,1.32621
70,112,1.32622
71,112,1.32622
72,112,1.32622
73,112,1.32622
74,112,1.32622
75,112,1.32621
76,112,1.3262
77,112,1.3262
78,112,1.32619
79,112,1.32618
80,112,1.32618
81,112,1.32617
82,112,1.32617
83,112,1.32616
84,112,1.32616
85,112,1.32617
86,112,1.32617
87,112,1.32618
88,112,1.32619
89,112,1.32621
90,112,1.32623
91,112,1.32625
92,112,1.32628
93,112,1.32632
94,112,1.32636
95,112,1.32641
96,112,1.32646
97,112,1.32652
98,112,1.32658
99,112,1.32665
100,112,1.32673
101,112,1.32682
102,112,1.32691
103,112,1.327
104,112,1.32711
105,112,1.32722
106,112,1.32733
107,112,1.32746
108,112,1.32759
109,112,1.32773
110,112,1.32787
111,112,1.32802
112,112,1.32818
113,112,1.32834
114,112,1.32851
115,112,1.32869
116,112,1.32887
117,112,1.32906
118,112,1.32925
119,112,1.32945
120,112,1.32966
121,112,1.32987
122,112,1.33008
123,112,1.3303
124,112,1.33053
125,112,1.33076
126,112,1.33099
127,112,1.33123
128,112,1.33147
129,112,1.33171
130,112,1.33196
131,112,1.33221
132,112,1.33246
133,112,1.33272
134,112,1.33298
135,112,1.33324
136,112,1.3335
137,112,1.33377
138,112,1.33403
139,112,1.3343
140,112,1.33457
141,112,1.33484
142,112,1.33511
143,112,1.33539
144,112,1.33566
145,112,1.33593
146,112,1.3362
147,112,1.33648
148,112,1.33675
149,112,1.33702
150,112,1.33729
151,112,1.33756
152,112,1.33783
153,112,1.3381
154,112,1.33836
155,112,1.33863
156,112,1.33889
157,112,1.33915
158,112,1.33941
159,112,1.33966
160,112,1.33992
161,112,1.34017
162,112,1.34041
163,112,1.34066
164,112,1.3409
165,112,1.34113
166,112,1.34136
167,112,1.34159
168,112,1.34181
169,112,1.34203
170,112,1.34224
171,112,1.34244
172,112,1.34264
173,112,1.34284
174,112,1.34302
175,112,1.3432
176,112,1.34338
177,112,1.34354
178,112,1.3437
179,112,1.34385
180,112,1.34399
-180,113,1.31886
-179,113,1.31899
-178,113,1.31911
-177,113,1.31922
-176,113,1.31933
-175,113,1.31942
-174,113,1.3195
-173,113,1.31957
-172,113,1.31963
-171,113,1.31968
-170,113,1.31972
-169,113,1.31974
-168,113,1.31975
-167,113,1.31975
-166,113,1.31974
-165,113,1.31972
-164,113,1.31968
-163,113,1.31962
-162,113,1.31956
-161,113,1.31948
-160,113,1.31939
-159,113,1.31928
-158,113,1.31916
-157,113,1.31902
-156,113,1.31887
-155,113,1.31871
-154,113,1.31853
-153,113,1.31834
-152,113,1.31813
-151,113,1.31791
-150,113,1.31767
-149,113,1.31742
-148,113,1.31716
-147,113,1.31688
-146,113,1.3166
-145,113,1.31629
-144,113,1.31598
-143,113,1.31565
-142,113,1.31532
-141,113,1.31497
-140,113,1.31461
-139,113,1.31424
-138,113,1.31386
-137,113,1.31347
-136,113,1.31308
-135,113,1.31267
-134,113,1.31227
-133,113,1.31185
-132,113,1.31143
-131,113,1.311
-130,113,1.31057
-129,113,1.31014
-128,113,1.3097
-127,113,1.30927
-126,113,1.30883
-125,113,1.30839
-124,113,1.30796
-123,113,1.30752
-122,113,1.30709
-121,113,1.30666
-120,113,1.30624
-119,113,1.30582
-118,113,1.30541
-117,113,1.305
-116,113,1.3046
-115,113,1.3042
-114,113,1.30382
-113,113,1.30344
-112,113,1.30307
-111,113,1.30271
-110,113,1.30237
-109,113,1.30203
-108,113,1.3017
-107,113,1.30138
-106,113,1.30108
-105,113,1.30078
-104,113,1.3005
-103,113,1.30023
-102,113,1.29997
-101,113,1.29972
-100,113,1.29949
-99,113,1.29926
-98,113,1.29905
-97,113,1.29885
-96,113,1.29866
-95,113,1.29848
-94,113,1.29832
-93,113,1.29816
-92,113,1.29801
-91,113,1.29788
-90,113,1.29775
-89,113,1.29763
-88,113,1.29753
-87,113,1.29743
-86,113,1.29733
-85,113,1.29725
-84,113,1.29717
-83,113,1.2971
-82,113,1.29704
-81,113,1.29698
-80,113,1.29693
-79,113,1.29688
-78,113,1.29684
-77,113,1.2968
-76,113,1.29676
-75,113,1.29673
-74,113,1.2967
-73,113,1.29667
-72,113,1.29664
-71,113,1.29662
-70,113,1.29659
-69,113,1.29657
-68,113,1.29654
-67,113,1.29652
-66,113,1.29649
-65,113,1.29647
-64,113,1.29644
-63,113,1.29642
-62,113,1.29639
-61,113,1.29636
-60,113,1.29632
-59,113,1.29629
-58,113,1.29625
-57,113,1.29621
-56,113,1.29617
-55,113,1.29612
-54,113,1.29608
-53,113,1.29603
-52,113,1.29597
-51,113,1.29592
-50,113,1.29586
-49,113,1.2958
-48,113,1.29573
-47,113,1.29566
-46,113,1.2956
-45,113,1.29552
-44,113,1.29545
-43,113,1.29537
-42,113,1.29529
-41,113,1.29521
-40,113,1.29513
-39,113,1.29505
-38,113,1.29496
-37,113,1.29487
-36,113,1.29478
-35,113,1.29469
-34,113,1.2946
-33,113,1.29451
-32,113,1.29442
-31,113,1.29433
-30,113,1.29424
-29,113,1.29415
-28,113,1.29406
-27,113,1.29397
-26,113,1.29388
-25,113,1.29379
-24,113,1.29371
-23,113,1.29362
-22,113,1.29354
-21,113,1.29346
-20,113,1.29338
-19,113,1.29331
-18,113,1.29324
-17,113,1.29317
-16,113,1.2931
-15,113,1.29304
-14,113,1.29298
-13,113,1.29293
-12,113,1.29288
-11,113,1.29284
-10,113,1.2928
-9,113,1.29276
-8,113,1.29273
-7,113,1.29271
-6,113,1.29269
-5,113,1.29268
-4,113,1.29267
-3,113,1.29267
-2,113,1.29268
-1,113,1.29269
0,113,1.29271
1,113,1.29273
2,113,1.29276
3,113,1.2928
4,113,1.29285
5,113,1.2929
6,113,1.29296
7,113,1.29302
8,113,1.2931
9,113,1.29318
10,113,1.29326
11,113,1.29336
12,113,1.29346
13,113,1.29357
14,113,1.29368
15,113,1.2938
16,113,1.29392
17,113,1.29406
18,113,1.29419
19,113,1.29434
20,113,1.29448
21,113,1.29464
22,113,1.29479
23,113,1.29496
24,113,1.29512
25,113,1.29529
26,113,1.29546
27,113,1.29564
28,113,1.29582
29,113,1.296
30,113,1.29618
31,113,1.29636
32,113,1.29654
33,113,1.29673
34,113,1.29691
35,113,1.29709
36,113,1.29728
37,113,1.29746
38,113,1.29763
39,113,1.29781
40,113,1.29798
41,113,1.29815
42,113,1.29832
43,113,1.29848
44,113,1.29864
45,113,1.29879
46,113,1.29894
47,113,1.29909
48,113,1.29922
49,113,1.29936
50,113,1.29948
51,113,1.2996
52,113,1.29972
53,113,1.29983
54,113,1.29993
55,113,1.30003
56,113,1.30012
57,113,1.3002
58,113,1.30028
59,113,1.30035
60,113,1.30041
61,113,1.30047
62,113,1.30053
63,113,1.30058
64,113,1.30062
65,113,1.30066
66,113,1.30069
67,113,1.30072
68,113,1.30074
69,113,1.30076
70,113,1.30078
71,113,1.3008
72,113,1.30081
73,113,1.30082
74,113,1.30082
75,113,1.30083
76,113,1.30083
77,113,1.30084
78,113,1.30084
79,113,1.30084
80,113,1.30085
81,113,1.30085
82,113,1.30086
83,113,1.30086
84,113,1.30087
85,113,1.30088
86,113,1.3009
87,113,1.30092
88,113,1.30094
89,113,1.30096
90,113,1.30099
91,113,1.30102
92,113,1.30106
93,113,1.3011
94,113,1.30115
95,113,1.3012
96,113,1.30125
97,113,1.30132
98,113,1.30139
99,113,1.30146
100,113,1.30154
101,113,1.30163
102,113,1.30172
103,113,1.30182
104,113,1.30193
105,113,1.30204
106,113,1.30216
107,113,1.30228
108,113,1.30241
109,113,1.30255
110,113,1.3027
111,113,1.30285
112,113,1.303
113,113,1.30317
114,113,1.30334
115,113,1.30351
116,113,1.30369
117,113,1.30388
118,113,1.30407
119,113,1.30427
120,113,1.30448
121,113,1.30469
122,113,1.3049
123,113,1.30512
124,113,1.30534
125,113,1.30557
126,113,1.3058
127,113,1.30604
128,113,1.30628
129,113,1.30652
130,113,1.30677
131,113,1.30702
132,113,1.30728
133,113,1.30753
134,113,1.30779
135,113,1.30805
136,113,1.30832
137,113,1.30858
138,113,1.30885
139,113,1.30912
140,113,1.30939
141,113,1.30966
142,113,1.30994
143,113,1.31021
144,113,1.31049
145,113,1.31076
146,113,1.31104
147,113,1.31131
148,113,1.31159
149,113,1.31186
150,113,1.31214
151,113,1.31241
152,113,1.31268
153,113,1.31295
154,113,1.31322
155,113,1.31349
156,113,1.31375
157,113,1.31401
158,113,1.31427
159,113,1.31453
160,113,1.31479
161,113,1.31504
162,113,1.31529
163,113,1.31553
164,113,1.31577
165,113,1.31601
166,113,1.31624
167,113,1.31647
168,113,1.31669
169,113,1.31691
170,113,1.31712
171,113,1.31732
172,113,1.31752
173,113,1.31771
174,113,1.3179
175,113,1.31808
176,113,1.31825
177,113,1.31842
178,113,1.31857
179,113,1.31872
180,113,1.31886
-180,114,1.293
-179,114,1.29313
-178,114,1.29325
-177,114,1.29335
-176,114,1.29345
-175,114,1.29354
-174,114,1.29362
-173,114,1.29369
-172,114,1.29374
-171,114,1.29379
-170,114,1.29382
-169,114,1.29384
-168,114,1.29385
-167,114,1.29385
-166,114,1.29383
-165,114,1.2938
-164,114,1.29376
-163,114,1.29371
-162,114,1.29364
-161,114,1.29356
-160,114,1.29346
-159,114,1.29335
-158,114,1.29322
-157,114,1.29309
-156,114,1.29293
-155,114,1.29277
-154,114,1.29259
-153,114,1.29239
-152,114,1.29218
